,0
2099,"('each others', 1)"
2100,"('others outfits', 1)"
2101,"('outfits bc', 1)"
2102,"('bc we', 1)"
2103,"('we arent', 1)"
2104,"('very overwhelmed', 1)"
2105,"('overwhelmed w', 1)"
2106,"('w the', 1)"
2107,"('of ppl', 1)"
2108,"('ppl surrounding', 1)"
2109,"('surrounding me', 1)"
2110,"('not stay', 1)"
2111,"('stay long', 1)"
2112,"('long but', 1)"
2113,"('did purchase', 1)"
2114,"('purchase the', 1)"
2115,"('and jjk', 1)"
2116,"('volume vv', 1)"
2117,"('vv excited', 1)"
2118,"('have my', 1)"
2119,"('on tuesday', 1)"
2120,"('tuesday like', 1)"
2121,"('excited i', 1)"
2122,"('i only', 1)"
2123,"('only think', 1)"
2124,"('think abt', 1)"
2125,"('wow what', 1)"
2126,"('beautiful book', 1)"
2127,"('claireeheywood is', 1)"
2128,"('is another', 1)"
2129,"('another of', 1)"
2130,"('of our', 1)"
2131,"('this emotional', 1)"
2132,"('emotional book', 1)"
2133,"('it tells', 1)"
2134,"('the infamous', 1)"
2135,"('infamous helen', 1)"
2136,"('troy and', 1)"
2137,"('and her', 1)"
2138,"('her sister', 1)"
2139,"('tbr for', 1)"
2140,"('and prejudice', 1)"
2141,"('the alchemist', 1)"
2142,"('the oxygen', 1)"
2143,"('started it', 1)"
2144,"('it lmfao', 1)"
2145,"('me naming', 1)"
2146,"('naming my', 1)"
2147,"('my cat', 1)"
2148,"('cat as', 1)"
2149,"('as hera', 1)"
2150,"('hera after', 1)"
2151,"('after reading', 1)"
2152,"('and being', 1)"
2153,"('being impressed', 1)"
2154,"('impressed a', 1)"
2155,"('rjamesgoose i', 1)"
2156,"('got that', 1)"
2157,"('for christmas', 1)"
2158,"('christmas and', 1)"
2159,"('and devoured', 1)"
2160,"('devoured it', 1)"
2161,"('new year', 1)"
2162,"('count that', 1)"
2163,"('that one', 1)"
2164,"('really enjoyed', 1)"
2165,"('fairrylouis where', 1)"
2166,"('where did', 1)"
2167,"('u get', 1)"
2168,"('twoolghosts is', 1)"
2169,"('amazing person', 1)"
2170,"('person to', 1)"
2171,"('to exist', 1)"
2172,"('exist who', 1)"
2173,"('who will', 1)"
2174,"('i come', 1)"
2175,"('tobeeesolonely now', 1)"
2176,"('im never', 1)"
2177,"('ultgnf ive', 1)"
2178,"('ive heard', 1)"
2179,"('heard a', 1)"
2180,"('of negative', 1)"
2181,"('negative things', 1)"
2182,"('things about', 1)"
2183,"('form my', 1)"
2184,"('my own', 1)"
2185,"('own opinion', 1)"
2186,"('opinion and', 1)"
2187,"('be unbiased', 1)"
2188,"('unbiased with', 1)"
2189,"('just thought', 1)"
2190,"('nice book', 1)"
2191,"('to try', 1)"
2192,"('get back', 1)"
2193,"('reading with', 1)"
2194,"('with how', 1)"
2195,"('how hyped', 1)"
2196,"('hyped it', 1)"
2197,"('you get', 1)"
2198,"('about mcyt', 1)"
2199,"('mcyt at', 1)"
2200,"('kissyrodrigo the', 1)"
2201,"('more wlw', 1)"
2202,"('wlw book', 1)"
2203,"('book recommendations', 1)"
2204,"('recommendations as', 1)"
2205,"('im really', 1)"
2206,"('really excited', 1)"
2207,"('is well', 1)"
2208,"('well written', 1)"
2209,"('written but', 1)"
2210,"('the random', 1)"
2211,"('fucking kill', 1)"
2212,"('myself took', 1)"
2213,"('tiffanygiovino i', 1)"
2214,"('would pick', 1)"
2215,"('pick the', 1)"
2216,"('in under', 1)"
2217,"('under hrs', 1)"
2218,"('hrs i', 1)"
2219,"('am so', 1)"
2220,"('bookishminna just', 1)"
2221,"('it minna', 1)"
2222,"('its the', 1)"
2223,"('wonhopopper the', 1)"
2224,"('achilles tore', 1)"
2225,"('tore my', 1)"
2226,"('apart and', 1)"
2227,"('and threw', 1)"
2228,"('threw it', 1)"
2229,"('the ground', 1)"
2230,"('ground just', 1)"
2231,"('just be', 1)"
2232,"('fears forgotten', 1)"
2233,"('forgotten in', 1)"
2234,"('the golden', 1)"
2235,"('golden harbor', 1)"
2236,"('harbor of', 1)"
2237,"('lived for', 1)"
2238,"('this reimagining', 1)"
2239,"('reimagining of', 1)"
2240,"('especially from', 1)"
2241,"('achilles btw', 1)"
2242,"('fic loosely', 1)"
2243,"('loosely based', 1)"
2244,"('based off', 1)"
2245,"('off of', 1)"
2246,"('exists and', 1)"
2247,"('a writing', 1)"
2248,"('writing ability', 1)"
2249,"('ability like', 1)"
2250,"('like no', 1)"
2251,"('a love', 1)"
2252,"('love that', 1)"
2253,"('mine and', 1)"
2254,"('only halfway', 1)"
2255,"('halfway but', 1)"
2256,"('way her', 1)"
2257,"('her writing', 1)"
2258,"('writing makes', 1)"
2259,"('feel so', 1)"
2260,"('anarchoventiist i', 1)"
2261,"('am a', 1)"
2262,"('achilles anti', 1)"
2263,"('anti sorry', 1)"
2264,"('minasfirstlove have', 1)"
2265,"('that and', 1)"
2266,"('they all', 1)"
2267,"('all die', 1)"
2268,"('is probs', 1)"
2269,"('stay on', 1)"
2270,"('shelf for', 1)"
2271,"('next year', 1)"
2272,"('year bc', 1)"
2273,"('scared rn', 1)"
2274,"('rn i', 1)"
2275,"('break me', 1)"
2276,"('so like', 1)"
2277,"('a scale', 1)"
2278,"('scale of', 1)"
2279,"('how badly', 1)"
2280,"('badly am', 1)"
2281,"('i about', 1)"
2282,"('quotes but', 1)"
2283,"('they never', 1)"
2284,"('let u', 1)"
2285,"('u be', 1)"
2286,"('be gay', 1)"
2287,"('gay and', 1)"
2288,"('her by', 1)"
2289,"('by presence', 1)"
2290,"('her even', 1)"
2291,"('beautifully written', 1)"
2292,"('written and', 1)"
2293,"('in so', 1)"
2294,"('much pain', 1)"
2295,"('though i', 1)"
2296,"('did buy', 1)"
2297,"('hopeworlesbian the', 1)"
2298,"('achilles de', 1)"
2299,"('de madeline', 1)"
2300,"('hunger games', 1)"
2301,"('pretty well', 1)"
2302,"('well known', 1)"
2303,"('known books', 1)"
2304,"('books but', 1)"
2305,"('achilles hurt', 1)"
2306,"('hurt in', 1)"
2307,"('good way', 1)"
2308,"('way but', 1)"
2309,"('also i', 1)"
2310,"('finished reorganizing', 1)"
2311,"('reorganizing the', 1)"
2312,"('little corner', 1)"
2313,"('corner where', 1)"
2314,"('where i', 1)"
2315,"('my ultimate', 1)"
2316,"('ultimate favourite', 1)"
2317,"('favourite books', 1)"
2318,"('books because', 1)"
2319,"('to add', 1)"
2320,"('add the', 1)"
2321,"('omg exploitation', 1)"
2322,"('exploitation of', 1)"
2323,"('homosexuality but', 1)"
2324,"('a maximalist', 1)"
2325,"('maximalist mentally', 1)"
2326,"('ill post', 1)"
2327,"('post modernism', 1)"
2328,"('have yet', 1)"
2329,"('am far', 1)"
2330,"('far too', 1)"
2331,"('here read', 1)"
2332,"('aww well', 1)"
2333,"('can always', 1)"
2334,"('always say', 1)"
2335,"('say swell', 1)"
2336,"('swell around', 1)"
2337,"('around me', 1)"
2338,"('just back', 1)"
2339,"('back from', 1)"
2340,"('from a', 1)"
2341,"('a bookshop', 1)"
2342,"('so am', 1)"
2343,"('am tres', 1)"
2344,"('tres tres', 1)"
2345,"('tres excited', 1)"
2346,"('what have', 1)"
2347,"('you been', 1)"
2348,"('hozlerry circe', 1)"
2349,"('she also', 1)"
2350,"('and empowering', 1)"
2351,"('story is', 1)"
2352,"('is amazing', 1)"
2353,"('fairrylouis the', 1)"
2354,"('book recommendation', 1)"
2355,"('recommendation list', 1)"
2356,"('me by', 1)"
2357,"('by your', 1)"
2358,"('all gay', 1)"
2359,"('gay so', 1)"
2360,"('so enjoy', 1)"
2361,"('enjoy xoxo', 1)"
2362,"('not put', 1)"
2363,"('put it', 1)"
2364,"('is simply', 1)"
2365,"('simply too', 1)"
2366,"('too painful', 1)"
2367,"('painful for', 1)"
2368,"('my hopelessly', 1)"
2369,"('hopelessly romantic', 1)"
2370,"('romantic heart', 1)"
2371,"('reading but', 1)"
2372,"('but alas', 1)"
2373,"('alas i', 1)"
2374,"('put this', 1)"
2375,"('down for', 1)"
2376,"('tubbotwtl i', 1)"
2377,"('literally panic', 1)"
2378,"('panic when', 1)"
2379,"('a specific', 1)"
2380,"('specific song', 1)"
2381,"('song or', 1)"
2382,"('or go', 1)"
2383,"('a place', 1)"
2384,"('place that', 1)"
2385,"('that reminds', 1)"
2386,"('reminds me', 1)"
2387,"('the day', 1)"
2388,"('day of', 1)"
2389,"('my trauma', 1)"
2390,"('trauma and', 1)"
2391,"('my brain', 1)"
2392,"('brain is', 1)"
2393,"('stop diagnosing', 1)"
2394,"('evlynjam pls', 1)"
2395,"('pls tell', 1)"
2396,"('on ur', 1)"
2397,"('then watch', 1)"
2398,"('watch the', 1)"
2399,"('the euro', 1)"
2400,"('hour after', 1)"
2401,"('finishing young', 1)"
2402,"('royals i', 1)"
2403,"('i went', 1)"
2404,"('went out', 1)"
2405,"('out and', 1)"
2406,"('and bought', 1)"
2407,"('bought red', 1)"
2408,"('with ari', 1)"
2409,"('ari and', 1)"
2410,"('last stop', 1)"
2411,"('the falling', 1)"
2412,"('falling in', 1)"
2413,"('love montage', 1)"
2414,"('to announce', 1)"
2415,"('announce that', 1)"
2416,"('am finally', 1)"
2417,"('finally going', 1)"
2418,"('big shout', 1)"
2419,"('shout out', 1)"
2420,"('out to', 1)"
2421,"('to blake', 1)"
2422,"('this awesome', 1)"
2423,"('did a', 1)"
2424,"('a while', 1)"
2425,"('while ago', 1)"
2426,"('ago inspired', 1)"
2427,"('inspired by', 1)"
2428,"('exactly the', 1)"
2429,"('the soft', 1)"
2430,"('soft gay', 1)"
2431,"('content i', 1)"
2432,"('i signed', 1)"
2433,"('signed up', 1)"
2434,"('up for', 1)"
2435,"('drfukngtk no', 1)"
2436,"('the cash', 1)"
2437,"('cash so', 1)"
2438,"('can buy', 1)"
2439,"('partner reading', 1)"
2440,"('was to', 1)"
2441,"('is deadly', 1)"
2442,"('not survive', 1)"
2443,"('survive something', 1)"
2444,"('something like', 1)"
2445,"('halfway through', 1)"
2446,"('miller this', 1)"
2447,"('is killing', 1)"
2448,"('killing me', 1)"
2449,"('me softly', 1)"
2450,"('our book', 1)"
2451,"('month is', 1)"
2452,"('is written', 1)"
2453,"('stars by', 1)"
2454,"('by alexandria', 1)"
2455,"('cant wait', 1)"
2456,"('it next', 1)"
2457,"('look away', 1)"
2458,"('it enough', 1)"
2459,"('enough that', 1)"
2460,"('that we', 1)"
2461,"('i dont', 1)"
2462,"('could handle', 1)"
2463,"('handle the', 1)"
2464,"('that spin', 1)"
2465,"('spin off', 1)"
2466,"('am an', 1)"
2467,"('an empty', 1)"
2468,"('empty shell', 1)"
2469,"('shell of', 1)"
2470,"('a person', 1)"
2471,"('keep reading', 1)"
2472,"('or do', 1)"
2473,"('i sleep', 1)"
2474,"('books fuck', 1)"
2475,"('fuck the', 1)"
2476,"('my head', 1)"
2477,"('head hurts', 1)"
2478,"('hurts from', 1)"
2479,"('from crying', 1)"
2480,"('trilogy are', 1)"
2481,"('very wonderful', 1)"
2482,"('deserves all', 1)"
2483,"('the attention', 1)"
2484,"('attention that', 1)"
2485,"('good love', 1)"
2486,"('story and', 1)"
2487,"('me ugly', 1)"
2488,"('ugly sob', 1)"
2489,"('sob at', 1)"
2490,"('written i', 1)"
2491,"('am sorry', 1)"
2492,"('sorry for', 1)"
2493,"('person i', 1)"
2494,"('will become', 1)"
2495,"('become once', 1)"
2496,"('once i', 1)"
2497,"('tell you', 1)"
2498,"('you a', 1)"
2499,"('im going', 1)"
2500,"('i swear', 1)"
2501,"('crying on', 1)"
2502,"('a cruise', 1)"
2503,"('cruise ship', 1)"
2504,"('thanks to', 1)"
2505,"('think about', 1)"
2506,"('every single', 1)"
2507,"('no its', 1)"
2508,"('its from', 1)"
2509,"('man im', 1)"
2510,"('sufjan stevens', 1)"
2511,"('stevens bc', 1)"
2512,"('i enioy', 1)"
2513,"('enioy making', 1)"
2514,"('making myself', 1)"
2515,"('myself go', 1)"
2516,"('why is', 1)"
2517,"('people reading', 1)"
2518,"('are panicking', 1)"
2519,"('panicking at', 1)"
2520,"('same time', 1)"
2521,"('was an', 1)"
2522,"('an amazing', 1)"
2523,"('amazing experience', 1)"
2524,"('experience and', 1)"
2525,"('all but', 1)"
2526,"('but wtf', 1)"
2527,"('im only', 1)"
2528,"('only an', 1)"
2529,"('an honest', 1)"
2530,"('who likes', 1)"
2531,"('to see', 1)"
2532,"('see right', 1)"
2533,"('yea and', 1)"
2534,"('a neon', 1)"
2535,"('neon pink', 1)"
2536,"('pink butterfly', 1)"
2537,"('butterfly with', 1)"
2538,"('with orange', 1)"
2539,"('orange sprinkles', 1)"
2540,"('sprinkles that', 1)"
2541,"('that likes', 1)"
2542,"('technically been', 1)"
2543,"('been reading', 1)"
2544,"('get myself', 1)"
2545,"('myself to', 1)"
2546,"('finish it', 1)"
2547,"('keep trying', 1)"
2548,"('continue but', 1)"
2549,"('i simply', 1)"
2550,"('reread tgcf', 1)"
2551,"('current reading', 1)"
2552,"('meinqiwu thank', 1)"
2553,"('for informing', 1)"
2554,"('informing me', 1)"
2555,"('actual illiad', 1)"
2556,"('and had', 1)"
2557,"('had already', 1)"
2558,"('already seen', 1)"
2559,"('seen parallels', 1)"
2560,"('parallels w', 1)"
2561,"('w eruri', 1)"
2562,"('eruri but', 1)"
2563,"('but now', 1)"
2564,"('spinoff where', 1)"
2565,"('a summary', 1)"
2566,"('summary of', 1)"
2567,"('life but', 1)"
2568,"('but narrated', 1)"
2569,"('narrated by', 1)"
2570,"('by castiel', 1)"
2571,"('song og', 1)"
2572,"('og achilles', 1)"
2573,"('achilles style', 1)"
2574,"('style hell', 1)"
2575,"('hell yeah', 1)"
2576,"('yeah let', 1)"
2577,"('let the', 1)"
2578,"('person who', 1)"
2579,"('who loves', 1)"
2580,"('loves him', 1)"
2581,"('him the', 1)"
2582,"('most tell', 1)"
2583,"('tell his', 1)"
2584,"('through my', 1)"
2585,"('and cackling', 1)"
2586,"('cackling at', 1)"
2587,"('at my', 1)"
2588,"('my annotations', 1)"
2589,"('to finally', 1)"
2590,"('finally finish', 1)"
2591,"('achilles tonight', 1)"
2592,"('reactions thread', 1)"
2593,"('just vibing', 1)"
2594,"('vibing and', 1)"
2595,"('then suddenly', 1)"
2596,"('suddenly song', 1)"
2597,"('achilles creeps', 1)"
2598,"('creeps up', 1)"
2599,"('up on', 1)"
2600,"('on me', 1)"
2601,"('just rendered', 1)"
2602,"('rendered useless', 1)"
2603,"('useless for', 1)"
2604,"('rest of', 1)"
2605,"('too much', 1)"
2606,"('too muuuuch', 1)"
2607,"('lchasewrites madeline', 1)"
2608,"('a journey', 1)"
2609,"('journey i', 1)"
2610,"('i knew', 1)"
2611,"('knew the', 1)"
2612,"('but did', 1)"
2613,"('did so', 1)"
2614,"('way that', 1)"
2615,"('that showed', 1)"
2616,"('showed me', 1)"
2617,"('me a', 1)"
2618,"('powerful dimension', 1)"
2619,"('dimension to', 1)"
2620,"('to those', 1)"
2621,"('those events', 1)"
2622,"('events by', 1)"
2623,"('by seeing', 1)"
2624,"('seeing them', 1)"
2625,"('them through', 1)"
2626,"('through different', 1)"
2627,"('read during', 1)"
2628,"('during gap', 1)"
2629,"('hope ppl', 1)"
2630,"('ppl can', 1)"
2631,"('see my', 1)"
2632,"('my liked', 1)"
2633,"('liked tweets', 1)"
2634,"('tweets on', 1)"
2635,"('tl so', 1)"
2636,"('so that', 1)"
2637,"('quotes jumpscares', 1)"
2638,"('jumpscares the', 1)"
2639,"('the moots', 1)"
2640,"('moots who', 1)"
2641,"('just finishes', 1)"
2642,"('finishes the', 1)"
2643,"('the blonde', 1)"
2644,"('blonde locks', 1)"
2645,"('locks mentioned', 1)"
2646,"('mentioned in', 1)"
2647,"('and beautiful', 1)"
2648,"('features remind', 1)"
2649,"('much of', 1)"
2650,"('so if', 1)"
2651,"('i disappear', 1)"
2652,"('disappear yall', 1)"
2653,"('yall know', 1)"
2654,"('recommend so', 1)"
2655,"('racunlitbase the', 1)"
2656,"('miller idk', 1)"
2657,"('what drove', 1)"
2658,"('drove u', 1)"
2659,"('u to', 1)"
2660,"('write the', 1)"
2661,"('love u', 1)"
2662,"('u for', 1)"
2663,"('regret reading', 1)"
2664,"('i listened', 1)"
2665,"('only we', 1)"
2666,"('by keane', 1)"
2667,"('keane on', 1)"
2668,"('on loop', 1)"
2669,"('loop thinking', 1)"
2670,"('i crying', 1)"
2671,"('crying while', 1)"
2672,"('merthur the', 1)"
2673,"('the this', 1)"
2674,"('this and', 1)"
2675,"('from song', 1)"
2676,"('but rn', 1)"
2677,"('thinking of', 1)"
2678,"('the chungie', 1)"
2679,"('chungie patronus', 1)"
2680,"('patronus from', 1)"
2681,"('from survival', 1)"
2682,"('survival is', 1)"
2683,"('the love', 1)"
2684,"('love of', 1)"
2685,"('you genuinely', 1)"
2686,"('genuinely enjoy', 1)"
2687,"('enjoy reading', 1)"
2688,"('reading read', 1)"
2689,"('read circe', 1)"
2690,"('book than', 1)"
2691,"('than the', 1)"
2692,"('patroclus is', 1)"
2693,"('is hoax', 1)"
2694,"('hoax by', 1)"
2695,"('by taylor', 1)"
2696,"('argue about', 1)"
2697,"('like weeks', 1)"
2698,"('weeks since', 1)"
2699,"('everybody else', 1)"
2700,"('loved loved', 1)"
2701,"('book sm', 1)"
2702,"('sm but', 1)"
2703,"('at some', 1)"
2704,"('some point', 1)"
2705,"('point i', 1)"
2706,"('going a', 1)"
2707,"('a lil', 1)"
2708,"('lil slow', 1)"
2709,"('slow but', 1)"
2710,"('end was', 1)"
2711,"('was absolutely', 1)"
2712,"('absolutely everything', 1)"
2713,"('everything i', 1)"
2714,"('i rly', 1)"
2715,"('rly want', 1)"
2716,"('achilles needs', 1)"
2717,"('needs a', 1)"
2718,"('never shut', 1)"
2719,"('shut up', 1)"
2720,"('up about', 1)"
2721,"('like never', 1)"
2722,"('paintedmegoldvn the', 1)"
2723,"('since that', 1)"
2724,"('that girl', 1)"
2725,"('girl made', 1)"
2726,"('made that', 1)"
2727,"('that tiktok', 1)"
2728,"('tiktok about', 1)"
2729,"('cant call', 1)"
2730,"('call it', 1)"
2731,"('it achilles', 1)"
2732,"('achilles anymore', 1)"
2733,"('now or', 1)"
2734,"('or when', 1)"
2735,"('the road', 1)"
2736,"('slvrshittalkers for', 1)"
2737,"('futuristic adventure', 1)"
2738,"('adventure ready', 1)"
2739,"('plot twist', 1)"
2740,"('twist we', 1)"
2741,"('future but', 1)"
2742,"('but not', 1)"
2743,"('not high', 1)"
2744,"('high tech', 1)"
2745,"('tech the', 1)"
2746,"('the thousandth', 1)"
2747,"('of favorites', 1)"
2748,"('favorites idk', 1)"
2749,"('you were', 1)"
2750,"('were looking', 1)"
2751,"('for necessarily', 1)"
2752,"('especially mentally', 1)"
2753,"('ill lately', 1)"
2754,"('lately maybe', 1)"
2755,"('swear to', 1)"
2756,"('to fucking', 1)"
2757,"('a title', 1)"
2758,"('title is', 1)"
2759,"('a subversion', 1)"
2760,"('subversion of', 1)"
2761,"('wrath of', 1)"
2762,"('to lose', 1)"
2763,"('lose my', 1)"
2764,"('my goddamn', 1)"
2765,"('goddamn marbles', 1)"
2766,"('marbles this', 1)"
2767,"('just came', 1)"
2768,"('came to', 1)"
2769,"('me holy', 1)"
2770,"('his breath', 1)"
2771,"('breath came', 1)"
2772,"('refuse to', 1)"
2773,"('to use', 1)"
2774,"('absolutely not', 1)"
2775,"('not excited', 1)"
2776,"('miller a', 1)"
2777,"('book most', 1)"
2778,"('most people', 1)"
2779,"('checked out', 1)"
2780,"('out because', 1)"
2781,"('although i', 1)"
2782,"('know nothing', 1)"
2783,"('nothing of', 1)"
2784,"('i ended', 1)"
2785,"('ended up', 1)"
2786,"('up loving', 1)"
2787,"('loving this', 1)"
2788,"('a slight', 1)"
2789,"('slight twist', 1)"
2790,"('twist to', 1)"
2791,"('certainly leave', 1)"
2792,"('leave an', 1)"
2793,"('an impression', 1)"
2794,"('becoming a', 1)"
2795,"('a bookworm', 1)"
2796,"('bookworm again', 1)"
2797,"('again comment', 1)"
2798,"('comment some', 1)"
2799,"('some book', 1)"
2800,"('book suggestions', 1)"
2801,"('suggestions for', 1)"
2802,"('read husbands', 1)"
2803,"('achilles audio', 1)"
2804,"('audio book', 1)"
2805,"('already have', 1)"
2806,"('the physical', 1)"
2807,"('physical copy', 1)"
2808,"('copy idk', 1)"
2809,"('if buying', 1)"
2810,"('buying it', 1)"
2811,"('it twice', 1)"
2812,"('twice is', 1)"
2813,"('is smart', 1)"
2814,"('smart at', 1)"
2815,"('at all', 1)"
2816,"('forgot how', 1)"
2817,"('how fruity', 1)"
2818,"('fruity patroclus', 1)"
2819,"('was hashshsgs', 1)"
2820,"('the entirety', 1)"
2821,"('of town', 1)"
2822,"('town yesterday', 1)"
2823,"('yesterday for', 1)"
2824,"('a scented', 1)"
2825,"('scented candle', 1)"
2826,"('candle and', 1)"
2827,"('is this', 1)"
2828,"('a sign', 1)"
2829,"('to like', 1)"
2830,"('like song', 1)"
2831,"('and see', 1)"
2832,"('see what', 1)"
2833,"('hype is', 1)"
2834,"('could barely', 1)"
2835,"('barely get', 1)"
2836,"('get through', 1)"
2837,"('first few', 1)"
2838,"('few chapters', 1)"
2839,"('chapters is', 1)"
2840,"('it really', 1)"
2841,"('really worth', 1)"
2842,"('worth it', 1)"
2843,"('miller deserves', 1)"
2844,"('deserves to', 1)"
2845,"('have her', 1)"
2846,"('her pussy', 1)"
2847,"('pussy ate', 1)"
2848,"('ate for', 1)"
2849,"('for writing', 1)"
2850,"('writing the', 1)"
2851,"('first of', 1)"
2852,"('all fuck', 1)"
2853,"('fuck them', 1)"
2854,"('them kids', 1)"
2855,"('kids looking', 1)"
2856,"('looking at', 1)"
2857,"('second of', 1)"
2858,"('all thank', 1)"
2859,"('for not', 1)"
2860,"('not being', 1)"
2861,"('being a', 1)"
2862,"('a mamas', 1)"
2863,"('patroclus darling', 1)"
2864,"('darling you', 1)"
2865,"('you did', 1)"
2866,"('for meeeee', 1)"
2867,"('lantsovnette aaaa', 1)"
2868,"('aaaa the', 1)"
2869,"('also my', 1)"
2870,"('current read', 1)"
2871,"('moots i', 1)"
2872,"('led zeppelin', 1)"
2873,"('zeppelin songs', 1)"
2874,"('stairway to', 1)"
2875,"('been loving', 1)"
2876,"('loving you', 1)"
2877,"('last stand', 1)"
2878,"('rain song', 1)"
2879,"('encompasses their', 1)"
2880,"('their entirety', 1)"
2881,"('of genres', 1)"
2882,"('genres in', 1)"
2883,"('people we', 1)"
2884,"('we meet', 1)"
2885,"('now the', 1)"
2886,"('also conversations', 1)"
2887,"('conversations with', 1)"
2888,"('with friends', 1)"
2889,"('end coming', 1)"
2890,"('know only', 1)"
2891,"('only pain', 1)"
2892,"('pain bc', 1)"
2893,"('the summary', 1)"
2894,"('summary for', 1)"
2895,"('for she', 1)"
2896,"('who becomes', 1)"
2897,"('becomes the', 1)"
2898,"('sun begins', 1)"
2899,"('begins with', 1)"
2900,"('meets the', 1)"
2901,"('theres a', 1)"
2902,"('achilles quote', 1)"
2903,"('quote not', 1)"
2904,"('not on', 1)"
2905,"('here somewhere', 1)"
2906,"('somewhere and', 1)"
2907,"('time the', 1)"
2908,"('quote gets', 1)"
2909,"('gets rted', 1)"
2910,"('rted into', 1)"
2911,"('my timeline', 1)"
2912,"('timeline i', 1)"
2913,"('and em', 1)"
2914,"('em both', 1)"
2915,"('both crying', 1)"
2916,"('crying because', 1)"
2917,"('are truly', 1)"
2918,"('truly living', 1)"
2919,"('living our', 1)"
2920,"('our best', 1)"
2921,"('best lives', 1)"
2922,"('lmanburgsux song', 1)"
2923,"('left me', 1)"
2924,"('the gravity', 1)"
2925,"('gravity of', 1)"
2926,"('i wish', 1)"
2927,"('wish you', 1)"
2928,"('the bwst', 1)"
2929,"('bwst r', 1)"
2930,"('r really', 1)"
2931,"('good if', 1)"
2932,"('like sad', 1)"
2933,"('sad gay', 1)"
2934,"('gay ya', 1)"
2935,"('time ever', 1)"
2936,"('ever i', 1)"
2937,"('i laid', 1)"
2938,"('laid my', 1)"
2939,"('eyes upon', 1)"
2940,"('upon a', 1)"
2941,"('a hardback', 1)"
2942,"('hardback of', 1)"
2943,"('lmanburgsux radio', 1)"
2944,"('silence by', 1)"
2945,"('other half', 1)"
2946,"('of augusta', 1)"
2947,"('augusta hope', 1)"
2948,"('hope by', 1)"
2949,"('by joanna', 1)"
2950,"('joanna glen', 1)"
2951,"('why do', 1)"
2952,"('ever think', 1)"
2953,"('mentally prepared', 1)"
2954,"('curious about', 1)"
2955,"('about books', 1)"
2956,"('it obviously', 1)"
2957,"('obviously i', 1)"
2958,"('no time', 1)"
2959,"('best of', 1)"
2960,"('say the', 1)"
2961,"('or east', 1)"
2962,"('east of', 1)"
2963,"('yesterday but', 1)"
2964,"('still crying', 1)"
2965,"('crying i', 1)"
2966,"('ready for', 1)"
2967,"('to hit', 1)"
2968,"('hit me', 1)"
2969,"('this hard', 1)"
2970,"('r books', 1)"
2971,"('so expensive', 1)"
2972,"('expensive all', 1)"
2973,"('want is', 1)"
2974,"('my bookshelf', 1)"
2975,"('bookshelf is', 1)"
2976,"('really too', 1)"
2977,"('kooklebuns sjgkdksks', 1)"
2978,"('sjgkdksks i', 1)"
2979,"('would never', 1)"
2980,"('never ever', 1)"
2981,"('i say', 1)"
2982,"('watching it', 1)"
2983,"('together till', 1)"
2984,"('till the', 1)"
2985,"('now how', 1)"
2986,"('how far', 1)"
2987,"('far are', 1)"
2988,"('but honestly', 1)"
2989,"('honestly the', 1)"
2990,"('is easier', 1)"
2991,"('easier to', 1)"
2992,"('achilles bot', 1)"
2993,"('the four', 1)"
2994,"('four horsemen', 1)"
2995,"('horsemen of', 1)"
2996,"('the gay', 1)"
2997,"('am one', 1)"
2998,"('one more', 1)"
2999,"('more depressed', 1)"
3000,"('depressed quote', 1)"
3001,"('quote away', 1)"
3002,"('away from', 1)"
3003,"('from blocking', 1)"
3004,"('blocking them', 1)"
3005,"('them all', 1)"
3006,"('all and', 1)"
3007,"('you think', 1)"
3008,"('think you', 1)"
3009,"('can hurt', 1)"
3010,"('less than', 1)"
3011,"('than a', 1)"
3012,"('hundred pages', 1)"
3013,"('pages left', 1)"
3014,"('left to', 1)"
3015,"('remains one', 1)"
3016,"('most charismatic', 1)"
3017,"('charismatic and', 1)"
3018,"('and entertaining', 1)"
3019,"('entertaining characters', 1)"
3020,"('customer and', 1)"
3021,"('i were', 1)"
3022,"('were talking', 1)"
3023,"('pages in', 1)"
3024,"('she asked', 1)"
3025,"('asked me', 1)"
3026,"('if achilles', 1)"
3027,"('and helen', 1)"
3028,"('troy end', 1)"
3029,"('rip my', 1)"
3030,"('adaptation with', 1)"
3031,"('with thomas', 1)"
3032,"('thomas doherty', 1)"
3033,"('doherty as', 1)"
3034,"('and george', 1)"
3035,"('george mackay', 1)"
3036,"('mackay as', 1)"
3037,"('as patroclus', 1)"
3038,"('know for', 1)"
3039,"('for sure', 1)"
3040,"('sure now', 1)"
3041,"('sun as', 1)"
3042,"('as my', 1)"
3043,"('read i', 1)"
3044,"('something that', 1)"
3045,"('was pitched', 1)"
3046,"('pitched as', 1)"
3047,"('as mulan', 1)"
3048,"('mulan meets', 1)"
3049,"('will cry', 1)"
3050,"('cry again', 1)"
3051,"('again and', 1)"
3052,"('flex on', 1)"
3053,"('achilles fans', 1)"
3054,"('fans and', 1)"
3055,"('and say', 1)"
3056,"('im pages', 1)"
3057,"('pages into', 1)"
3058,"('and holy', 1)"
3059,"('shit this', 1)"
3060,"('greatest things', 1)"
3061,"('things ever', 1)"
3062,"('written madeline', 1)"
3063,"('miller legally', 1)"
3064,"('legally owns', 1)"
3065,"('rhodeiconic comprei', 1)"
3066,"('comprei the', 1)"
