,words,repeated
1269,â The Picture,0
1270,Dorian Gray Oscar,0
1271,Gray Oscar Wilde,0
1272,Oscar Wilde httpstcofDyppoIFS,0
1273,I really wan,0
1274,really wan na,0
1275,wan na finish,0
1276,na finish the,0
1277,finish the picture,3
1278,dorian gray so,1
1279,gray so bad,1
1280,so bad but,1
1281,bad but every,1
1282,but every time,1
1283,every time I,0
1284,time I opened,0
1285,I opened it,0
1286,opened it my,1
1287,it my brain,1
1288,my brain just,1
1289,brain just stops,1
1290,just stops working,1
1291,stops working and,1
1292,working and I,0
1293,and I suddenly,0
1294,I suddenly donât,0
1295,suddenly donât know,0
1296,donât know english,0
1297,âœThe Picture of,0
1298,Dorian Gray made,0
1299,Gray made me,0
1300,made me rabid,0
1301,me rabid Like,0
1302,rabid Like I,0
1303,Like I wanted,0
1304,I wanted to,0
1305,wanted to bite,1
1306,to bite peopleâ,0
1307,Oh youâre the,0
1308,youâre the very,0
1309,the very picture,0
1310,very picture ofâ,0
1311,listening to ben,0
1312,to ben barnes,1
1313,ben barnes reading,1
1314,barnes reading the,1
1315,gray and smiling,1
1316,and smiling at,1
1317,smiling at the,1
1318,at the voices,1
1319,the voices he,1
1320,voices he is,1
1321,he is making,1
1322,is making but,1
1323,making but his,1
1324,but his voice,1
1325,his voice is,1
1326,voice is so,1
1327,is so smooth,0
1328,bjorkluvr Im definitely,0
1329,Im definitely into,0
1330,definitely into classics,0
1331,into classics theory,0
1332,classics theory and,0
1333,theory and history,0
1334,some of my,4
1335,of my favorite,2
1336,my favorite fiction,1
1337,favorite fiction classics,1
1338,fiction classics are,1
1339,classics are MobyDick,0
1340,are MobyDick To,0
1341,MobyDick To The,0
1342,To The Lighthouse,0
1343,The Lighthouse Picture,0
1344,Lighthouse Picture of,0
1345,I mainly stick,0
1346,mainly stick to,1
1347,stick to nonfiction,0
1348,to nonfiction these,0
1349,nonfiction these days,0
1350,these days though,0
1351,days though currently,0
1352,though currently reading,0
1353,currently reading Capital,0
1354,reading Capital by,0
1355,Capital by Marx,0
1356,by Marx and,0
1357,Marx and Mythologies,0
1358,and Mythologies by,0
1359,Mythologies by Roland,0
1360,by Roland Barthes,0
1361,I wan na,0
1362,wan na have,0
1363,na have my,0
1364,have my own,1
1365,my own copy,1
1366,own copy of,1
1367,copy of animal,1
1368,of animal farm,1
1369,animal farm and,1
1370,farm and the,1
1371,isabloooo âœ The,0
1372,âœ The Picture,0
1373,Dorian Gray âœ,0
1374,Gray âœ httpstcoekmonvUeH,0
1375,adoregenya hi letâs,0
1376,hi letâs be,0
1377,letâs be moots,0
1378,be moots iâve,0
1379,moots iâve just,0
1380,iâve just finished,0
1381,just finished the,1
1382,finished the song,1
1383,the song of,3
1384,song of achilles,3
1385,of achilles and,1
1386,achilles and the,1
1387,gray is my,2
1388,is my favorite,1
1389,Bababa A quote,0
1390,A quote i,0
1391,quote i read,1
1392,i read once,1
1393,read once may,0
1394,once may not,0
1395,may not be,0
1396,not be word,1
1397,be word to,1
1398,word to word,0
1399,The stupid have,0
1400,stupid have the,1
1401,have the best,2
1402,the best of,2
1403,best of it,2
1404,of it in,2
1405,it in this,2
1406,in this world,0
1407,this world They,0
1408,world They live,0
1409,They live undisturbed,0
1410,live undisturbed indifferent,0
1411,undisturbed indifferent and,0
1412,indifferent and without,0
1413,and without disquiet,0
1414,without disquiet Oscar,0
1415,disquiet Oscar Wilde,0
1416,Wilde The picture,0
1417,The picture Of,0
1418,picture Of Dorian,0
1419,come anima mai,0
1420,tyreads yes im,0
1421,yes im currently,0
1422,im currently buddy,0
1423,currently buddy reading,1
1424,buddy reading the,1
1425,dorian gray with,5
1426,shreksdee its called,1
1427,its called the,1
1428,called the picture,2
1429,dorian gray would,0
1430,gray would you,0
1431,would you like,1
1432,you like a,1
1433,like a review,0
1434,demeterasf i got,1
1435,i got the,1
1436,got the picture,1
1437,gray and one,1
1438,and one last,1
1439,one last stop,0
1440,last stop i,0
1441,stop i really,0
1442,i really hope,1
1443,really hope theyâre,0
1444,hope theyâre good,0
1445,theyâre good iâm,0
1446,good iâm excited,0
1447,donttelllouis OH MU,0
1448,OH MU GOD,0
1449,MU GOD IM,0
1450,GOD IM IN,0
1451,IM IN LOVE,0
1452,IN LOVE u,0
1453,LOVE u have,0
1454,u have the,1
1455,have the nicest,1
1456,the nicest editions,1
1457,nicest editions oh,1
1458,editions oh my,1
1459,oh my God,0
1460,my God thag,0
1461,God thag copy,0
1462,thag copy of,1
1463,copy of the,61
1464,of the iliad,1
1465,the iliad amp,0
1466,iliad amp the,0
1467,amp the odyssey,0
1468,the odyssey amp,0
1469,odyssey amp the,0
1470,amp the picture,0
1471,dorian gray I,0
1472,gray I CANT,0
1473,GreyXyla What of,0
1474,What of Art,0
1475,You are a,0
1476,are a scepticâ,0
1477,httpstcomfnvLkZu so imagine,0
1478,so imagine this,1
1479,imagine this in,1
1480,this in how,1
1481,in how to,1
1482,how to get,1
1483,to get away,1
1484,get away with,1
1485,away with murder,1
1486,with murder first,1
1487,murder first season,0
1488,first season whenever,0
1489,season whenever they,0
1490,whenever they go,1
1491,they go back,1
1492,go back to,1
1493,back to that,1
1494,to that night,0
1495,that night picture,0
1496,night picture this,0
1497,picture this like,1
1498,this like in,1
1499,like in the,1
1500,in the picture,9
1501,dorian gray or,2
1502,gray or grey,1
1503,or grey about,1
1504,grey about the,1
1505,about the painting,1
1506,the painting or,1
1507,painting or portrait,1
1508,or portrait or,1
1509,portrait or yule,1
1510,or yule log,0
1511,I hate hour,0
1512,hate hour shifts,1
1513,hour shifts but,1
1514,shifts but I,0
1515,but I know,0
1516,I know Ive,0
1517,know Ive got,0
1518,Ive got ta,0
1519,got ta do,0
1520,ta do this,0
1521,do this to,1
1522,this to make,1
1523,to make up,1
1524,make up for,1
1525,up for the,1
1526,for the uncensored,1
1527,the uncensored annotated,1
1528,uncensored annotated copy,1
1529,annotated copy of,1
1530,copy of Picture,0
1531,of Picture of,0
1532,Dorian Gray I,0
1533,Gray I ordered,0
1534,I ordered bc,0
1535,ordered bc she,1
1536,bc she was,1
1537,she was Expensive,0
1538,of dorian grayâs,0
1539,dorian grayâs feet,0
1540,Yes its truly,0
1541,its truly insane,0
1542,truly insane that,1
1543,insane that an,1
1544,that an attractive,1
1545,an attractive person,1
1546,attractive person is,1
1547,person is attractive,0
1548,is attractive I,0
1549,attractive I cant,0
1550,I cant think,0
1551,cant think of,0
1552,think of a,1
1553,of a single,1
1554,a single word,1
1555,single word to,1
1556,word to describe,1
1557,to describe this,1
1558,describe this situation,1
1559,this situation that,1
1560,situation that would,1
1561,that would be,1
1562,would be more,1
1563,be more accurate,0
1564,more accurate Marisa,0
1565,accurate Marisa Tomei,0
1566,Marisa Tomei was,0
1567,Tomei was hot,0
1568,was hot in,1
1569,hot in this,1
1570,in this movie,1
1571,this movie and,1
1572,movie and still,0
1573,and still is,0
1574,still is The,0
1575,is The film,0
1576,The film version,0
1577,film version of,1
1578,version of her,1
1579,of her didnt,0
1580,her didnt age,0
1581,didnt age like,0
1582,age like the,1
1583,Dorian Gray INSANE,0
1584,Gray INSANE httpstcoQaJjUyO,0
1585,Gray will forever,0
1586,forever be one,1
1587,be one of,1
1588,one of my,3
1589,of my favourite,1
1590,my favourite books,1
1591,favourite books and,1
1592,books and Oscar,0
1593,and Oscar Wildeâs,0
1594,Oscar Wildeâs writing,0
1595,Wildeâs writing style,0
1596,writing style is,1
1597,style is just,1
1598,is just chefâs,0
1599,just chefâs kiss,0
1600,I have seen,0
1601,have seen my,1
1602,seen my soul,0
1603,Its rotten black,0
1604,rotten black as,0
1605,black as coal,0
1606,For all I,0
1607,all I see,0
1608,I see is,0
1609,see is decay,0
1610,Take a look,0
1611,a look take,0
1612,look take a,0
1613,take a look,0
1614,At the picture,0
1615,Im really enjoying,0
1616,really enjoying the,1
1617,enjoying the picture,1
1618,GaneshBhoi âœExperience is,0
1619,âœExperience is merely,0
1620,is merely the,8
1621,merely the name,10
1622,the name men,10
1623,name men gave,10
1624,men gave to,10
1625,gave to their,10
1626,to their mistakesâ,0
1627,â Oscar Wilde,0
1628,RASHAMI AS PALAK,0
1629,AS PALAK Aâ,0
1630,The cashier asked,0
1631,cashier asked me,1
1632,asked me what,1
1633,me what my,1
1634,what my fav,1
1635,my fav book,1
1636,fav book was,1
1637,book was and,1
1638,was and when,1
1639,and when I,0
1640,when I said,0
1641,I said The,0
1642,said The Picture,0
1643,Dorian Gray she,0
1644,Gray she shuddered,0
1645,she shuddered Exactly,0
1646,shuddered Exactly She,0
1647,Exactly She said,0
1648,She said it,0
1649,said it was,1
1650,it was so,1
1651,was so eerie,1
1652,so eerie and,1
1653,eerie and that,1
1654,and that reaction,1
1655,that reaction is,1
1656,reaction is exactly,1
1657,exactly how I,0
1658,how I felt,0
1659,I felt reading,0
1660,felt reading it,0
1661,Absolutely love this,0
1662,love this line,1
1663,this line from,1
1664,line from The,0
1665,from The Picture,0
1666,Women just dont,0
1667,just dont appreciate,0
1668,dont appreciate hot,0
1669,appreciate hot dudes,1
1670,hot dudes the,1
1671,dudes the same,1
1672,the same way,1
1673,same way that,1
1674,way that men,1
1675,that men do,0
1676,men do httpstcovbSUfWeO,0
1677,AS PALAK AWAITED,0
1678,should i read,0
1679,i read my,1
1680,read my policeman,1
1681,my policeman for,0
1682,policeman for fun,0
1683,for fun or,0
1684,fun or the,0
1685,or the picture,6
1686,dorian gray for,5
1687,gray for school,0
1688,Cr The Picture,0
1689,Dorian Gray httpstcoIpflKDBxX,0
1690,DukeDFS He reminds,0
1691,He reminds me,0
1692,reminds me of,2
1693,me of Dorian,0
1694,A nickname applied,0
1695,nickname applied to,1
1696,applied to someone,1
1697,to someone who,2
1698,someone who doesnt,0
1699,who doesnt seem,0
1700,doesnt seem to,0
1701,seem to age,0
1702,to age The,0
1703,age The phrase,0
1704,The phrase refers,0
1705,phrase refers to,1
1706,refers to the,1
1707,to the character,1
1708,the character in,1
1709,character in Oscar,0
1710,in Oscar Wildes,0
1711,Dorian Gray who,0
1712,Gray who makes,0
1713,who makes a,1
1714,makes a deal,1
1715,a deal with,1
1716,deal with an,1
1717,with an artist,1
1718,an artist so,1
1719,artist so that,1
1720,so that a,1
1721,that a painting,1
1722,a painting of,1
1723,painting of him,1
1724,of him ages,0
1725,him ages but,0
1726,ages but he,0
1727,but he does,1
1728,he does not,0
1729,There is only,0
1730,is only one,9
1731,only one thing,9
1732,one thing in,9
1733,thing in the,10
1734,in the world,9
1735,the world worse,9
1736,world worse than,9
1737,worse than being,9
1738,than being talked,9
1739,being talked about,0
1740,talked about and,0
1741,about and that,0
1742,and that is,9
1743,that is not,9
1744,is not being,9
1745,not being talked,9
1746,Dorian Gray httpstcoooTiaMaR,0
1747,âœI am too,0
1748,am too fond,1
1749,too fond of,1
1750,fond of reading,1
1751,of reading books,1
1752,reading books to,1
1753,books to care,1
1754,to care to,1
1755,care to write,1
1756,to write themâ,0
1757,danielmarven The picture,0
1758,xgzhongguo Now I,0
1759,Now I can,0
1760,I can see,0
1761,can see that,1
1762,see that being,1
1763,that being his,1
1764,being his real,1
1765,his real picture,0
1766,More repulsive than,0
1767,repulsive than the,1
1768,than the picture,1
1769,Me needs to,0
1770,needs to finish,1
1771,to finish The,0
1772,finish The Picture,0
1773,Gray for my,0
1774,for my exams,1
1775,my exams which,0
1776,exams which I,0
1777,which I love,0
1778,I love very,0
1779,love very much,0
1780,very much dont,0
1781,much dont get,0
1782,dont get me,0
1783,get me wrong,0
1784,Also me reads,0
1785,me reads poetry,1
1786,reads poetry for,1
1787,poetry for no,1
1788,for no reason,0
1789,why did i,0
1790,did i ever,1
1791,i ever doubt,1
1792,ever doubt that,1
1793,doubt that the,1
1794,that the picture,3
1795,dorian gray was,1
1796,gray was gay,0
1797,BillyVacant On The,0
1798,On The Road,0
1799,The Road Lord,0
1800,Road Lord of,0
1801,Lord of the,0
1802,of the Flies,0
1803,the Flies Picture,0
1804,Flies Picture of,0
1805,i think iâm,0
1806,think iâm gon,0
1807,iâm gon na,0
1808,gon na start,0
1809,na start reading,0
1810,start reading six,1
1811,reading six of,1
1812,six of crows,1
1813,of crows or,1
1814,crows or the,1
1815,dorian gray hmm,0
1816,gray hmm have,0
1817,hmm have u,1
1818,have u read,1
1819,u read either,1
1820,read either of,1
1821,either of it,1
1822,of it is,1
1823,it is it,1
1824,is it good,1
1825,it good D,0
1826,ahoyboygenius me what,1
1827,me what r,1
1828,what r i,1
1829,r i buying,0
1830,i buying iâm,0
1831,buying iâm getting,0
1832,iâm getting the,0
1833,getting the picture,2
1834,Im listening to,0
1835,listening to The,0
1836,to The Picture,0
1837,Gray and so,0
1838,and so far,1
1839,so far its,0
1840,far its just,0
1841,its just been,0
1842,just been hours,1
1843,been hours of,1
1844,hours of the,1
1845,of the main,1
1846,the main dudes,1
1847,main dudes describing,1
1848,dudes describing what,1
1849,describing what an,1
1850,what an absolute,1
1851,an absolute babe,1
1852,absolute babe he,1
1853,babe he is,1
1854,he is and,1
1855,is and his,1
1856,and his hot,1
1857,his hot oblivious,1
1858,hot oblivious energy,0
1859,oblivious energy I,0
1860,energy I recommend,0
1861,hi im new,0
1862,to booktwt and,0
1863,booktwt and i,0
1864,and i need,1
1865,i need moots,1
1866,here are some,1
1867,are some of,1
1868,some of the,1
1869,of the books,1
1870,the books i,1
1871,books i love,0
1872,some books on,1
1873,books on my,1
1874,on my tbr,0
1875,pls likert if,0
1876,likert if u,0
1877,if u want,1
1878,u want to,1
1879,want to be,12
1880,to be mutuals,1
1881,be mutuals lt,0
1882,Women as some,0
1883,as some witty,1
1884,some witty Frenchman,0
1885,witty Frenchman once,0
1886,Frenchman once put,0
1887,once put it,0
1888,put it inspire,0
1889,it inspire us,0
1890,inspire us with,1
1891,us with the,1
1892,with the desire,1
1893,the desire to,1
1894,desire to do,1
1895,to do masterpieces,1
1896,do masterpieces and,1
1897,masterpieces and always,1
1898,and always prevent,1
1899,always prevent us,1
1900,prevent us from,1
1901,us from carrying,1
1902,from carrying them,1
1903,carrying them out,0
1904,Gray and Other,0
1905,and Other Writings,0
1906,HorrorHammer The Picture,0
1907,Gray The original,0
1908,The original canvas,0
1909,original canvas of,89
1910,canvas of the,89
1911,of the final,89
1912,the final version,89
1913,final version of,89
1914,version of Dorian,0
1915,of Dorian Grays,0
1916,Dorian Grays portrait,0
1917,Grays portrait the,0
1918,portrait the corrupted,0
1919,the corrupted deâ,0
1920,dontfwpendejas have you,1
1921,have you read,1
1922,you read the,1
1923,dorian gray my,3
1924,gray my english,1
1925,my english teacher,1
1926,english teacher raved,1
1927,teacher raved about,1
1928,raved about it,1
1929,about it and,2
1930,it and i,1
1931,and i enjoyed,1
1932,i enjoyed it,1
1933,enjoyed it a,1
1934,it a lot,0
1935,guroclass kafka on,1
1936,kafka on the,3
1937,on the shore,0
1938,the shore the,0
1939,shore the picture,0
1940,and the old,1
1941,the old man,2
1942,old man and,2
1943,man and the,2
1944,and the sea,1
1945,the sea the,0
1946,sea the old,0
1947,the sea is,1
1948,sea is my,1
1949,is my personal,1
1950,my personal favorite,0
1951,personal favorite so,0
1952,favorite so that,0
1953,so that one,1
1954,that one is,3
1955,one is a,1
1956,is a must,1
1957,a must read,0
1958,I finished the,0
1959,finished the picture,3
1960,Dorian Gray Very,0
1961,Gray Very humiliating,0
1962,Very humiliating to,0
1963,humiliating to admit,1
1964,to admit I,0
1965,admit I started,0
1966,I started it,0
1967,started it over,1
1968,it over a,1
1969,over a year,1
1970,a year agoðŸ,0
1971,year agoðŸ Iâm,0
1972,agoðŸ Iâm so,0
1973,Iâm so bad,0
1974,so bad at,1
1975,bad at reading,1
1976,at reading physical,1
1977,reading physical books,0
1978,Iâm reading The,0
1979,reading The Picture,0
1980,for the first,1
1981,the first time,1
1982,first time and,1
1983,time and this,1
1984,and this is,1
1985,this is Lord,0
1986,is Lord Henry,0
1987,Lord Henry lmao,0
1988,Henry lmao httpstcoHWURHuQr,0
1989,MarkRavenhill La Cauntatrice,0
1990,La Cauntatrice Chauve,0
1991,Cauntatrice Chauve Ionesco,0
1992,Chauve Ionesco in,0
1993,Ionesco in Paris,0
1994,in Paris mid,0
1995,Paris mid s,0
1996,I still have,0
1997,still have the,2
1998,have the poster,1
1999,the poster that,1
2000,poster that I,0
2001,that I bought,0
2002,I bought from,0
2003,bought from the,1
2004,from the theatre,1
2005,the theatre when,1
2006,theatre when I,0
2007,when I was,0
2008,I was mesmerised,0
2009,Also Rupert Everett,0
2010,Rupert Everett in,0
2011,Everett in The,0
2012,in The Picture,0
2013,The Picture Of,0
2014,Dorian Gray at,0
2015,citizenstheatre when I,0
2016,I was He,0
2017,was He was,0
2018,He was staggering,0
2019,Currently reading The,0
2020,Dorian Gray Iâm,0
2021,Gray Iâm getting,0
2022,Iâm getting a,0
2023,getting a bit,1
2024,a bit of,2
2025,bit of a,1
2026,of a gay,1
2027,a gay vibe,1
2028,gay vibe from,1
2029,vibe from it,0
2030,from it Not,0
2031,it Not sure,0
2032,Not sure why,0
2033,sure why ðŸââï,0
2034,rewritehistory To live,0
2035,To live is,0
2036,live is the,1
2037,is the rarest,1
2038,the rarest thing,1
2039,rarest thing in,1
2040,the world Most,0
2041,world Most people,0
2042,Most people exist,0
2043,people exist that,0
2044,exist that is,0
2045,that is all,0
2046,is all Â,0
2047,all Â the,0
2048,Â the picture,0
2049,dorian gray oscar,5
2050,gray oscar wilde,3
2051,oscar wilde httpstcoZXxvFuWqDO,0
2052,lmanburgsux what does,1
2053,what does nf,0
2054,does nf mean,0
2055,nf mean gen,0
2056,mean gen literally,0
2057,gen literally my,0
2058,literally my go,1
2059,my go to,1
2060,go to is,1
2061,to is just,1
2062,is just gon,0
2063,just gon na,0
2064,gon na be,0
2065,na be mbs,0
2066,be mbs but,0
2067,mbs but I,0
2068,but I also,0
2069,I also got,0
2070,also got back,1
2071,got back into,1
2072,back into reading,1
2073,into reading by,1
2074,reading by reading,1
2075,by reading classics,1
2076,reading classics and,1
2077,classics and would,1
2078,and would recommend,1
2079,would recommend like,0
2080,recommend like the,0
2081,oh shit i,0
2082,shit i never,1
2083,i never finished,1
2084,never finished the,1
2085,realufobros The picture,0
2086,princessajota I thought,0
2087,I thought yâall,0
2088,thought yâall were,0
2089,yâall were kidding,0
2090,were kidding but,4
2091,kidding but man,4
2092,but man Oscar,0
2093,man Oscar Wilde,0
2094,Oscar Wilde kinda,0
2095,Wilde kinda went,0
2096,kinda went off,4
2097,went off with,4
2098,off with the,4
2099,with the Picture,0
2100,ill give you,0
2101,give you the,1
2102,you the sun,0
2103,Flurry listening politely,0
2104,listening politely to,1
2105,politely to me,1
2106,to me reading,1
2107,me reading The,0
2108,Dorian Gray to,0
2109,Gray to him,0
2110,to him and,1
2111,him and mispronouncing,1
2112,and mispronouncing too,1
2113,mispronouncing too many,1
2114,too many words,1
2115,many words ÎãƒâãƒÙ,0
2116,words ÎãƒâãƒÙ httpstcoOHQDJEQan,0
2117,onyforthebrave âThe Picture,0
2118,âThe Picture Of,0
2119,Of Dorian Grayâ,0
2120,hiiii iâm winnie,0
2121,iâm winnie D,0
2122,winnie D new,0
2123,D new to,0
2124,to booktwt looking,0
2125,booktwt looking for,0
2126,looking for mutuals,1
2127,â the song,0
2128,â they both,0
2129,they both die,2
2130,both die at,2
2131,die at the,2
2132,at the end,0
2133,â crush by,0
2134,crush by richard,1
2135,by richard siken,1
2136,â the picture,0
2137,â six of,0
2138,â kafka on,0
2139,pleeease rt or,1
2140,rt or like,1
2141,or like to,1
2142,like to be,1
2143,be mutuals mwah,1
2144,mutuals mwah lt,0
2145,for u ðŸŠ,0
2146,dorian gray has,1
2147,gray has BIG,0
2148,has BIG abo,0
2149,BIG abo vibes,0
2150,abo vibes all,0
2151,vibes all of,0
2152,all of it,0
2153,of it the,0
2154,it the whole,0
2155,the whole book,0
2156,gray is so,0
2157,jimmyfallon The Dick,0
2158,The Dick Picture,0
2159,Dick Picture of,0
2160,done with The,0
2161,with The Picture,0
2162,Oscar Wilde httpstcoaDtUJuqk,0
2163,iâm annotating perks,0
2164,annotating perks of,1
2165,perks of being,2
2166,of being a,2
2167,being a wallflower,1
2168,a wallflower for,1
2169,wallflower for them,1
2170,for them and,1
2171,them and theyâre,0
2172,and theyâre annotating,0
2173,theyâre annotating the,0
2174,annotating the picture,1
2175,gray for me,1
2176,for me httpstcohEWVZSXJi,0
2177,just started reading,0
2178,started reading the,1
2179,dorian gray httpstcoBtoVBFMP,0
2180,ClyFer If true,0
2181,If true The,0
2182,true The heart,0
2183,The heart hides,0
2184,heart hides terrible,1
2185,hides terrible things,0
2186,terrible things A,0
2187,things A good,0
2188,A good illustration,0
2189,good illustration is,1
2190,illustration is The,0
2191,is The Picture,0
2192,Oscar Wilde You,0
2193,Wilde You have,0
2194,You have to,0
2195,have to know,1
2196,to know beyond,1
2197,know beyond the,1
2198,beyond the surface,0
2199,haoslvr wonwoo would,1
2200,wonwoo would be,1
2201,would be reading,1
2202,be reading a,1
2203,reading a classic,1
2204,a classic i,1
2205,classic i think,1
2206,i think so,1
2207,think so maybe,1
2208,so maybe something,1
2209,maybe something like,1
2210,something like peide,1
2211,like peide and,1
2212,peide and prejudice,1
2213,and prejudice or,1
2214,prejudice or the,1
2215,gray for some,0
2216,for some reason,1
2217,some reason i,1
2218,reason i feel,1
2219,i feel like,1
2220,feel like shua,1
2221,like shua or,1
2222,shua or hao,1
2223,or hao might,1
2224,hao might like,1
2225,might like crime,1
2226,like crime so,1
2227,crime so maybe,1
2228,so maybe sherlock,0
2229,maybe sherlock or,0
2230,sherlock or something,0
2231,or something like,1
2232,something like one,1
2233,like one of,1
2234,one of us,1
2235,of us is,1
2236,us is lying,0
2237,REPUTATIONLT Just rereading,0
2238,Just rereading âœthe,0
2239,rereading âœthe picture,0
2240,âœthe picture of,0
2241,of Dorian Grayâ,0
2242,Dorian Grayâ by,0
2243,Grayâ by Oscar,0
2244,Oscar Wilde while,0
2245,Wilde while iâm,0
2246,while iâm waiting,0
2247,iâm waiting on,0
2248,waiting on a,1
2249,on a series,1
2250,a series of,1
2251,series of books,1
2252,of books to,1
2253,books to arrive,1
2254,to arrive in,1
2255,arrive in a,1
2256,in a day,1
2257,a day or,1
2258,day or two,0
2259,THE NUDE PICTURE,0
2260,NUDE PICTURE OF,0
2261,PICTURE OF DORIAN,0
2262,OF DORIAN GRAY,0
2263,DORIAN GRAY IN,0
2264,GRAY IN DORIAN,0
2265,IN DORIAN GAY,0
2266,DORIAN GAY IS,0
2267,GAY IS CHANGING,0
2268,IS CHANGING OMG,0
2269,CHANGING OMG ITS,0
2270,OMG ITS FUCKING,0
2271,ITS FUCKING CHANGING,0
2272,FUCKING CHANGING OOMFIES,0
2273,CHANGING OOMFIES BC,0
2274,OOMFIES BC HE,0
2275,BC HE WAS,0
2276,HE WAS A,0
2277,WAS A BUTCH,0
2278,A BUTCH SYBIL,0
2279,BUTCH SYBIL YOOOOOOOOO,0
2280,SYBIL YOOOOOOOOO WHAT,0
2281,YOOOOOOOOO WHAT THE,0
2282,WHAT THE FUCK,0
2283,THE FUCK THIS,0
2284,FUCK THIS IS,0
2285,THIS IS LITERALLY,0
2286,IS LITERALLY DORIAN,0
2287,LITERALLY DORIAN GRAY,0
2288,AmunetIves âœThe only,0
2289,âœThe only way,0
2290,only way to,11
2291,way to get,11
2292,to get rid,11
2293,get rid of,11
2294,rid of a,11
2295,of a temptation,11
2296,a temptation is,11
2297,temptation is to,11
2298,is to yield,11
2299,to yield to,11
2300,yield to it,0
2301,to it Resist,0
2302,it Resist it,0
2303,Resist it and,0
2304,it and your,0
2305,and your soul,11
2306,your soul grows,11
2307,soul grows sick,11
2308,grows sick with,11
2309,sick with longing,11
2310,with longing for,11
2311,longing for the,11
2312,for the thingsâ,0
2313,TheSurrealAri Hallwardâs picture,0
2314,Hallwardâs picture of,0
2315,Gray is considered,0
2316,is considered by,2
2317,considered by many,2
2318,by many the,2
2319,many the ultimate,2
2320,the ultimate achievement,0
2321,ultimate achievement yet,0
2322,achievement yet his,0
2323,yet his protege,2
2324,his protege always,2
2325,protege always thought,2
2326,always thought there,2
2327,thought there wâ,0
2328,Picture of the,0
2329,of the Dorian,0
2330,the Dorian Gray,0
2331,Dorian Gray it,0
2332,Gray it has,0
2333,it has faded,1
2334,has faded from,1
2335,faded from my,1
2336,from my head,1
2337,my head now,0
2338,thought there was,1
2339,was something inelegant,1
2340,something inelegant about,1
2341,inelegant about giving,1
2342,about giving immortality,1
2343,giving immortality to,1
2344,immortality to someone,1
2345,to someone else,0
2346,The young artist,0
2347,young artist stared,1
2348,artist stared into,1
2349,stared into the,1
2350,into the mirror,1
2351,the mirror and,1
2352,mirror and began,1
2353,and began his,1
2354,began his self,1
2355,his self portrait,0
2356,self portrait vss,0
2357,portrait vss SciFanSat,0
2358,âœNowadays people know,0
2359,people know the,4
2360,know the price,4
2361,the price of,4
2362,price of everything,4
2363,of everything and,4
2364,everything and the,4
2365,and the value,4
2366,the value of,4
2367,value of nothingâ,0
2368,Enjoy Actordirector James,0
2369,Actordirector James Warwicks,0
2370,James Warwicks Earphones,0
2371,Warwicks Earphones Award,0
2372,Earphones Award winning,0
2373,Award winning rendition,0
2374,winning rendition of,1
2375,rendition of THE,0
2376,of THE PICTURE,0
2377,THE PICTURE OF,0
2378,DORIAN GRAY his,0
2379,GRAY his thrilling,0
2380,his thrilling reading,1
2381,thrilling reading of,1
2382,reading of Agatha,0
2383,of Agatha Christies,0
2384,Agatha Christies THE,0
2385,Christies THE MYSTERIOUS,0
2386,THE MYSTERIOUS AFFAIR,0
2387,MYSTERIOUS AFFAIR AT,0
2388,AFFAIR AT STYLES,0
2389,AT STYLES and,0
2390,STYLES and his,0
2391,and his nuanced,1
2392,his nuanced take,1
2393,nuanced take on,1
2394,take on THE,0
2395,on THE GOSPEL,0
2396,THE GOSPEL ACCORDING,0
2397,GOSPEL ACCORDING TO,0
2398,ACCORDING TO ST,0
2399,TO ST MARK,0
2400,SHOP httpstcooJpzykBev httpstcoGyOOGgo,0
2401,Narrylifer they both,0
2402,the end pride,0
2403,end pride and,0
2404,and prejudice the,0
2405,prejudice the picture,0
2406,dorian gray the,106
2407,gray the perks,0
2408,the perks of,1
2409,a wallflower feet,0
2410,wallflower feet apart,0
2411,mediciineva the picture,1
2412,dorian gray because,1
2413,gray because i,1
2414,because i love,2
2415,i love it,0
2416,moogyoza Kinda like,0
2417,Kinda like The,0
2418,like The Picture,0
2419,ever since i,0
2420,since i read,1
2421,i read the,5
2422,i literally CAN,0
2423,literally CAN NOT,0
2424,CAN NOT stop,0
2425,NOT stop thinking,0
2426,stop thinking about,1
2427,thinking about it,1
2428,it and hyunjins,1
2429,and hyunjins skz,1
2430,hyunjins skz player,1
2431,skz player gives,1
2432,player gives me,1
2433,gives me such,1
2434,me such dorian,1
2435,such dorian gray,1
2436,dorian gray vibes,1
2437,gray vibes likeâ,0
2438,vibes likeâ literally,0
2439,likeâ literally everything,0
2440,literally everything about,1
2441,everything about it,1
2442,about it reminds,1
2443,it reminds of,1
2444,reminds of the,1
2445,of the book,2
2446,the book ðŸ,0
2447,Kinda wan na,0
2448,wan na read,0
2449,na read The,0
2450,altgirl alternativegirl altfashion,0
2451,alternativegirl altfashion redhair,0
2452,altfashion redhair httpstcoUdAZyqeE,0
2453,leoninethings Seeing The,0
2454,Seeing The Picture,0
2455,Dorian Gray just,0
2456,Gray just made,0
2457,just made me,1
2458,made me realise,1
2459,me realise I,0
2460,realise I should,0
2461,I should be,0
2462,should be reading,1
2463,be reading it,1
2464,reading it rnðŸ,0
2465,goodreads My past,0
2466,My past trauma,0
2467,past trauma and,3
2468,trauma and mistakes,0
2469,and mistakes Oh,0
