,0
1877,"('is in my', 1)"
1878,"('in my list', 1)"
1879,"('achilles is well', 1)"
1880,"('is well written', 1)"
1881,"('well written but', 1)"
1882,"('written but the', 1)"
1883,"('but the random', 1)"
1884,"('fucking kill myself', 1)"
1885,"('kill myself took', 1)"
1886,"('myself took me', 1)"
1887,"('tiffanygiovino i would', 1)"
1888,"('i would pick', 1)"
1889,"('would pick the', 1)"
1890,"('pick the song', 1)"
1891,"('achilles in under', 1)"
1892,"('in under hrs', 1)"
1893,"('under hrs i', 1)"
1894,"('hrs i am', 1)"
1895,"('i am so', 1)"
1896,"('am so sad', 1)"
1897,"('bookishminna just watch', 1)"
1898,"('just watch it', 1)"
1899,"('watch it minna', 1)"
1900,"('wonhopopper the song', 1)"
1901,"('of achilles tore', 1)"
1902,"('achilles tore my', 1)"
1903,"('tore my heart', 1)"
1904,"('my heart apart', 1)"
1905,"('heart apart and', 1)"
1906,"('apart and threw', 1)"
1907,"('and threw it', 1)"
1908,"('threw it on', 1)"
1909,"('it on the', 1)"
1910,"('on the ground', 1)"
1911,"('the ground just', 1)"
1912,"('ground just be', 1)"
1913,"('fears forgotten in', 1)"
1914,"('forgotten in the', 1)"
1915,"('in the golden', 1)"
1916,"('the golden harbor', 1)"
1917,"('golden harbor of', 1)"
1918,"('harbor of his', 1)"
1919,"('lived for this', 1)"
1920,"('for this reimagining', 1)"
1921,"('this reimagining of', 1)"
1922,"('reimagining of achilles', 1)"
1923,"('especially from the', 1)"
1924,"('book is the', 1)"
1925,"('of achilles btw', 1)"
1926,"('fic loosely based', 1)"
1927,"('loosely based off', 1)"
1928,"('based off of', 1)"
1929,"('off of the', 1)"
1930,"('exists and i', 1)"
1931,"('madeline miller has', 1)"
1932,"('miller has a', 1)"
1933,"('has a writing', 1)"
1934,"('a writing ability', 1)"
1935,"('writing ability like', 1)"
1936,"('ability like no', 1)"
1937,"('me cry for', 1)"
1938,"('cry for a', 1)"
1939,"('for a love', 1)"
1940,"('a love that', 1)"
1941,"('mine and circe', 1)"
1942,"('only halfway but', 1)"
1943,"('halfway but the', 1)"
1944,"('the way her', 1)"
1945,"('way her writing', 1)"
1946,"('her writing makes', 1)"
1947,"('writing makes me', 1)"
1948,"('makes me feel', 1)"
1949,"('me feel so', 1)"
1950,"('anarchoventiist i am', 1)"
1951,"('i am a', 1)"
1952,"('am a the', 1)"
1953,"('of achilles anti', 1)"
1954,"('achilles anti sorry', 1)"
1955,"('minasfirstlove have u', 1)"
1956,"('say that and', 1)"
1957,"('that and they', 1)"
1958,"('and they all', 1)"
1959,"('they all die', 1)"
1960,"('all die in', 1)"
1961,"('achilles is probs', 1)"
1962,"('stay on my', 1)"
1963,"('my shelf for', 1)"
1964,"('shelf for the', 1)"
1965,"('the next year', 1)"
1966,"('next year bc', 1)"
1967,"('too scared rn', 1)"
1968,"('scared rn i', 1)"
1969,"('rn i know', 1)"
1970,"('break me so', 1)"
1971,"('on a scale', 1)"
1972,"('a scale of', 1)"
1973,"('scale of how', 1)"
1974,"('of how badly', 1)"
1975,"('how badly am', 1)"
1976,"('badly am i', 1)"
1977,"('am i about', 1)"
1978,"('i about to', 1)"
1979,"('about to get', 1)"
1980,"('achilles quotes but', 1)"
1981,"('quotes but its', 1)"
1982,"('never let u', 1)"
1983,"('let u be', 1)"
1984,"('u be gay', 1)"
1985,"('be gay and', 1)"
1986,"('know her by', 1)"
1987,"('her by presence', 1)"
1988,"('know her even', 1)"
1989,"('her even in', 1)"
1990,"('so beautifully written', 1)"
1991,"('beautifully written and', 1)"
1992,"('written and now', 1)"
1993,"('in so much', 1)"
1994,"('so much pain', 1)"
1995,"('though i did', 1)"
1996,"('i did buy', 1)"
1997,"('did buy the', 1)"
1998,"('hopeworlesbian the song', 1)"
1999,"('of achilles de', 1)"
2000,"('achilles de madeline', 1)"
2001,"('pretty well known', 1)"
2002,"('well known books', 1)"
2003,"('known books but', 1)"
2004,"('of achilles hurt', 1)"
2005,"('achilles hurt in', 1)"
2006,"('hurt in a', 1)"
2007,"('in a good', 1)"
2008,"('a good way', 1)"
2009,"('good way but', 1)"
2010,"('way but also', 1)"
2011,"('but also i', 1)"
2012,"('also i am', 1)"
2013,"('finished reorganizing the', 1)"
2014,"('reorganizing the little', 1)"
2015,"('the little corner', 1)"
2016,"('little corner where', 1)"
2017,"('corner where i', 1)"
2018,"('where i keep', 1)"
2019,"('i keep my', 1)"
2020,"('keep my ultimate', 1)"
2021,"('my ultimate favourite', 1)"
2022,"('ultimate favourite books', 1)"
2023,"('favourite books because', 1)"
2024,"('books because i', 1)"
2025,"('because i had', 1)"
2026,"('had to add', 1)"
2027,"('to add the', 1)"
2028,"('add the song', 1)"
2029,"('achilles omg exploitation', 1)"
2030,"('omg exploitation of', 1)"
2031,"('exploitation of homosexuality', 1)"
2032,"('of homosexuality but', 1)"
2033,"('homosexuality but in', 1)"
2034,"('but in a', 1)"
2035,"('in a maximalist', 1)"
2036,"('a maximalist mentally', 1)"
2037,"('maximalist mentally ill', 1)"
2038,"('mentally ill post', 1)"
2039,"('ill post modernism', 1)"
2040,"('have yet to', 1)"
2041,"('yet to finish', 1)"
2042,"('i am far', 1)"
2043,"('am far too', 1)"
2044,"('anyone here read', 1)"
2045,"('here read the', 1)"
2046,"('so so so', 1)"
2047,"('so so excited', 1)"
2048,"('aww well you', 1)"
2049,"('well you can', 1)"
2050,"('you can always', 1)"
2051,"('can always say', 1)"
2052,"('always say swell', 1)"
2053,"('say swell around', 1)"
2054,"('just back from', 1)"
2055,"('back from a', 1)"
2056,"('from a bookshop', 1)"
2057,"('achilles so am', 1)"
2058,"('so am tres', 1)"
2059,"('am tres tres', 1)"
2060,"('tres tres excited', 1)"
2061,"('tres excited to', 1)"
2062,"('what have you', 1)"
2063,"('have you been', 1)"
2064,"('hozlerry circe by', 1)"
2065,"('circe by madeline', 1)"
2066,"('she also wrote', 1)"
2067,"('also wrote the', 1)"
2068,"('so good and', 1)"
2069,"('the story is', 1)"
2070,"('story is amazing', 1)"
2071,"('fairrylouis the song', 1)"
2072,"('have a book', 1)"
2073,"('a book recommendation', 1)"
2074,"('book recommendation list', 1)"
2075,"('recommendation list for', 1)"
2076,"('list for you', 1)"
2077,"('for you all', 1)"
2078,"('and royal blue', 1)"
2079,"('me by your', 1)"
2080,"('all gay so', 1)"
2081,"('gay so enjoy', 1)"
2082,"('so enjoy xoxo', 1)"
2083,"('achilles is simply', 1)"
2084,"('is simply too', 1)"
2085,"('simply too painful', 1)"
2086,"('too painful for', 1)"
2087,"('painful for my', 1)"
2088,"('for my hopelessly', 1)"
2089,"('my hopelessly romantic', 1)"
2090,"('hopelessly romantic heart', 1)"
2091,"('romantic heart to', 1)"
2092,"('heart to be', 1)"
2093,"('to be reading', 1)"
2094,"('be reading but', 1)"
2095,"('reading but alas', 1)"
2096,"('but alas i', 1)"
2097,"('alas i have', 1)"
2098,"('i have not', 1)"
2099,"('have not put', 1)"
2100,"('not put this', 1)"
2101,"('put this book', 1)"
2102,"('book down for', 1)"
2103,"('tubbotwtl i literally', 1)"
2104,"('i literally panic', 1)"
2105,"('literally panic when', 1)"
2106,"('panic when i', 1)"
2107,"('when i listen', 1)"
2108,"('listen to a', 1)"
2109,"('to a specific', 1)"
2110,"('a specific song', 1)"
2111,"('specific song or', 1)"
2112,"('song or go', 1)"
2113,"('or go to', 1)"
2114,"('to a place', 1)"
2115,"('a place that', 1)"
2116,"('place that reminds', 1)"
2117,"('that reminds me', 1)"
2118,"('reminds me of', 1)"
2119,"('of the day', 1)"
2120,"('the day of', 1)"
2121,"('day of my', 1)"
2122,"('of my trauma', 1)"
2123,"('my trauma and', 1)"
2124,"('trauma and my', 1)"
2125,"('and my brain', 1)"
2126,"('my brain is', 1)"
2127,"('brain is like', 1)"
2128,"('evlynjam pls tell', 1)"
2129,"('pls tell me', 1)"
2130,"('achilles is on', 1)"
2131,"('is on ur', 1)"
2132,"('time to read', 1)"
2133,"('and then watch', 1)"
2134,"('then watch the', 1)"
2135,"('watch the euro', 1)"
2136,"('an hour after', 1)"
2137,"('hour after finishing', 1)"
2138,"('after finishing young', 1)"
2139,"('finishing young royals', 1)"
2140,"('young royals i', 1)"
2141,"('royals i went', 1)"
2142,"('i went out', 1)"
2143,"('went out and', 1)"
2144,"('out and bought', 1)"
2145,"('and bought red', 1)"
2146,"('bought red white', 1)"
2147,"('along with ari', 1)"
2148,"('with ari and', 1)"
2149,"('one last stop', 1)"
2150,"('and the falling', 1)"
2151,"('the falling in', 1)"
2152,"('falling in love', 1)"
2153,"('in love montage', 1)"
2154,"('to announce that', 1)"
2155,"('announce that i', 1)"
2156,"('i am finally', 1)"
2157,"('am finally going', 1)"
2158,"('finally going to', 1)"
2159,"('big shout out', 1)"
2160,"('shout out to', 1)"
2161,"('out to blake', 1)"
2162,"('for this awesome', 1)"
2163,"('i did a', 1)"
2164,"('did a while', 1)"
2165,"('a while ago', 1)"
2166,"('while ago inspired', 1)"
2167,"('ago inspired by', 1)"
2168,"('inspired by the', 1)"
2169,"('this is exactly', 1)"
2170,"('is exactly the', 1)"
2171,"('exactly the soft', 1)"
2172,"('the soft gay', 1)"
2173,"('soft gay content', 1)"
2174,"('gay content i', 1)"
2175,"('content i signed', 1)"
2176,"('i signed up', 1)"
2177,"('drfukngtk no i', 1)"
2178,"('no i need', 1)"
2179,"('need the cash', 1)"
2180,"('the cash so', 1)"
2181,"('cash so i', 1)"
2182,"('so i can', 1)"
2183,"('i can buy', 1)"
2184,"('can buy the', 1)"
2185,"('partner reading the', 1)"
2186,"('achilles was to', 1)"
2187,"('was to be', 1)"
2188,"('achilles is deadly', 1)"
2189,"('would not survive', 1)"
2190,"('not survive something', 1)"
2191,"('survive something like', 1)"
2192,"('something like this', 1)"
2193,"('halfway through the', 1)"
2194,"('through the song', 1)"
2195,"('madeline miller this', 1)"
2196,"('book is killing', 1)"
2197,"('is killing me', 1)"
2198,"('killing me softly', 1)"
2199,"('our book of', 1)"
2200,"('of the month', 1)"
2201,"('the month is', 1)"
2202,"('month is written', 1)"
2203,"('is written in', 1)"
2204,"('written in the', 1)"
2205,"('in the stars', 1)"
2206,"('the stars by', 1)"
2207,"('stars by alexandria', 1)"
2208,"('cant wait to', 1)"
2209,"('wait to talk', 1)"
2210,"('about it next', 1)"
2211,"('it enough that', 1)"
2212,"('enough that we', 1)"
2213,"('that we have', 1)"
2214,"('we have the', 1)"
2215,"('have the song', 1)"
2216,"('think i could', 1)"
2217,"('i could handle', 1)"
2218,"('could handle the', 1)"
2219,"('handle the pain', 1)"
2220,"('pain of that', 1)"
2221,"('of that spin', 1)"
2222,"('that spin off', 1)"
2223,"('i am an', 1)"
2224,"('am an empty', 1)"
2225,"('an empty shell', 1)"
2226,"('empty shell of', 1)"
2227,"('shell of a', 1)"
2228,"('do i keep', 1)"
2229,"('i keep reading', 1)"
2230,"('keep reading the', 1)"
2231,"('achilles or do', 1)"
2232,"('or do i', 1)"
2233,"('do i sleep', 1)"
2234,"('books fuck the', 1)"
2235,"('fuck the song', 1)"
2236,"('achilles my head', 1)"
2237,"('my head hurts', 1)"
2238,"('head hurts from', 1)"
2239,"('and the last', 1)"
2240,"('trilogy are all', 1)"
2241,"('deserves all of', 1)"
2242,"('all of the', 1)"
2243,"('of the attention', 1)"
2244,"('the attention that', 1)"
2245,"('attention that it', 1)"
2246,"('a good love', 1)"
2247,"('good love story', 1)"
2248,"('love story and', 1)"
2249,"('story and it', 1)"
2250,"('and it made', 1)"
2251,"('made me ugly', 1)"
2252,"('me ugly sob', 1)"
2253,"('ugly sob at', 1)"
2254,"('sob at the', 1)"
2255,"('i am sorry', 1)"
2256,"('am sorry for', 1)"
2257,"('sorry for the', 1)"
2258,"('for the person', 1)"
2259,"('the person i', 1)"
2260,"('person i will', 1)"
2261,"('i will become', 1)"
2262,"('will become once', 1)"
2263,"('become once i', 1)"
2264,"('once i finished', 1)"
2265,"('tell you a', 1)"
2266,"('im going to', 1)"
2267,"('you are the', 1)"
2268,"('on a cruise', 1)"
2269,"('a cruise ship', 1)"
2270,"('thanks to the', 1)"
2271,"('ive read the', 1)"
2272,"('i think about', 1)"
2273,"('think about it', 1)"
2274,"('about it every', 1)"
2275,"('it every single', 1)"
2276,"('no its from', 1)"
2277,"('its from the', 1)"
2278,"('but it still', 1)"
2279,"('man im so', 1)"
2280,"('im so sad', 1)"
2281,"('to sufjan stevens', 1)"
2282,"('sufjan stevens bc', 1)"
2283,"('stevens bc i', 1)"
2284,"('bc i enioy', 1)"
2285,"('i enioy making', 1)"
2286,"('enioy making myself', 1)"
2287,"('making myself go', 1)"
2288,"('are people reading', 1)"
2289,"('people reading song', 1)"
2290,"('rn and are', 1)"
2291,"('and are panicking', 1)"
2292,"('are panicking at', 1)"
2293,"('panicking at the', 1)"
2294,"('the same time', 1)"
2295,"('it was an', 1)"
2296,"('was an amazing', 1)"
2297,"('an amazing experience', 1)"
2298,"('amazing experience and', 1)"
2299,"('experience and all', 1)"
2300,"('and all but', 1)"
2301,"('all but wtf', 1)"
2302,"('only an honest', 1)"
2303,"('who likes to', 1)"
2304,"('likes to see', 1)"
2305,"('to see right', 1)"
2306,"('actually a neon', 1)"
2307,"('a neon pink', 1)"
2308,"('neon pink butterfly', 1)"
2309,"('pink butterfly with', 1)"
2310,"('butterfly with orange', 1)"
2311,"('with orange sprinkles', 1)"
2312,"('orange sprinkles that', 1)"
2313,"('sprinkles that likes', 1)"
2314,"('that likes to', 1)"
2315,"('likes to do', 1)"
2316,"('technically been reading', 1)"
2317,"('been reading the', 1)"
2318,"('achilles for over', 1)"
2319,"('a year i', 1)"
2320,"('year i just', 1)"
2321,"('get myself to', 1)"
2322,"('myself to finish', 1)"
2323,"('to finish it', 1)"
2324,"('i keep trying', 1)"
2325,"('keep trying to', 1)"
2326,"('trying to continue', 1)"
2327,"('to continue but', 1)"
2328,"('continue but i', 1)"
2329,"('but i simply', 1)"
2330,"('making me want', 1)"
2331,"('want to reread', 1)"
2332,"('to reread tgcf', 1)"
2333,"('current reading the', 1)"
2334,"('meinqiwu thank you', 1)"
2335,"('you for informing', 1)"
2336,"('for informing me', 1)"
2337,"('informing me i', 1)"
2338,"('me i need', 1)"
2339,"('read the actual', 1)"
2340,"('the actual illiad', 1)"
2341,"('achilles and had', 1)"
2342,"('and had already', 1)"
2343,"('had already seen', 1)"
2344,"('already seen parallels', 1)"
2345,"('seen parallels w', 1)"
2346,"('parallels w eruri', 1)"
2347,"('w eruri but', 1)"
2348,"('eruri but now', 1)"
2349,"('but now i', 1)"
2350,"('now i will', 1)"
2351,"('a summary of', 1)"
2352,"('life but narrated', 1)"
2353,"('but narrated by', 1)"
2354,"('narrated by castiel', 1)"
2355,"('song og achilles', 1)"
2356,"('og achilles style', 1)"
2357,"('achilles style hell', 1)"
2358,"('style hell yeah', 1)"
2359,"('hell yeah let', 1)"
2360,"('yeah let the', 1)"
2361,"('let the person', 1)"
2362,"('the person who', 1)"
2363,"('person who loves', 1)"
2364,"('who loves him', 1)"
2365,"('loves him the', 1)"
2366,"('him the most', 1)"
2367,"('the most tell', 1)"
2368,"('most tell his', 1)"
2369,"('through my copy', 1)"
2370,"('achilles and cackling', 1)"
2371,"('and cackling at', 1)"
2372,"('cackling at my', 1)"
2373,"('at my annotations', 1)"
2374,"('going to finally', 1)"
2375,"('to finally finish', 1)"
2376,"('finally finish the', 1)"
2377,"('of achilles tonight', 1)"
2378,"('i think im', 1)"
2379,"('just vibing and', 1)"
2380,"('then suddenly song', 1)"
2381,"('suddenly song of', 1)"
2382,"('of achilles creeps', 1)"
2383,"('achilles creeps up', 1)"
2384,"('creeps up on', 1)"
2385,"('up on me', 1)"
2386,"('on me and', 1)"
2387,"('just rendered useless', 1)"
2388,"('rendered useless for', 1)"
2389,"('useless for the', 1)"
2390,"('for the rest', 1)"
2391,"('the rest of', 1)"
2392,"('rest of the', 1)"
2393,"('took me on', 1)"
2394,"('me on a', 1)"
2395,"('on a journey', 1)"
2396,"('a journey i', 1)"
2397,"('journey i thought', 1)"
2398,"('thought i knew', 1)"
2399,"('but did so', 1)"
2400,"('did so in', 1)"
2401,"('so in a', 1)"
2402,"('a way that', 1)"
2403,"('way that showed', 1)"
2404,"('that showed me', 1)"
2405,"('showed me a', 1)"
2406,"('powerful dimension to', 1)"
2407,"('dimension to those', 1)"
2408,"('to those events', 1)"
2409,"('those events by', 1)"
2410,"('events by seeing', 1)"
2411,"('by seeing them', 1)"
2412,"('seeing them through', 1)"
2413,"('them through different', 1)"
2414,"('of books i', 1)"
2415,"('books i want', 1)"
2416,"('to read during', 1)"
2417,"('read during gap', 1)"
2418,"('i hope ppl', 1)"
2419,"('hope ppl can', 1)"
2420,"('ppl can see', 1)"
2421,"('can see my', 1)"
2422,"('see my liked', 1)"
2423,"('my liked tweets', 1)"
2424,"('liked tweets on', 1)"
2425,"('tweets on the', 1)"
2426,"('the tl so', 1)"
2427,"('tl so that', 1)"
2428,"('so that the', 1)"
2429,"('achilles quotes jumpscares', 1)"
2430,"('quotes jumpscares the', 1)"
2431,"('jumpscares the moots', 1)"
2432,"('the moots who', 1)"
2433,"('moots who read', 1)"
2434,"('just finishes the', 1)"
2435,"('finishes the song', 1)"
2436,"('the blonde locks', 1)"
2437,"('blonde locks mentioned', 1)"
2438,"('locks mentioned in', 1)"
2439,"('mentioned in the', 1)"
2440,"('in the book', 1)"
2441,"('book and beautiful', 1)"
2442,"('features remind me', 1)"
2443,"('remind me so', 1)"
2444,"('me so much', 1)"
2445,"('so much of', 1)"
2446,"('achilles so if', 1)"
2447,"('so if i', 1)"
2448,"('if i disappear', 1)"
2449,"('i disappear yall', 1)"
2450,"('disappear yall know', 1)"
2451,"('racunlitbase the song', 1)"
2452,"('miller idk what', 1)"
2453,"('idk what drove', 1)"
2454,"('what drove u', 1)"
2455,"('drove u to', 1)"
2456,"('u to write', 1)"
2457,"('to write the', 1)"
2458,"('write the song', 1)"
2459,"('i love u', 1)"
2460,"('love u for', 1)"
2461,"('regret reading the', 1)"
2462,"('achilles i listened', 1)"
2463,"('i listened to', 1)"
2464,"('by keane on', 1)"
2465,"('keane on loop', 1)"
2466,"('on loop thinking', 1)"
2467,"('loop thinking about', 1)"
2468,"('me why am', 1)"
2469,"('am i crying', 1)"
2470,"('i crying while', 1)"
2471,"('crying while reading', 1)"
2472,"('merthur the song', 1)"
2473,"('and this and', 1)"
2474,"('from song of', 1)"
2475,"('achilles but rn', 1)"
2476,"('but rn im', 1)"
2477,"('rn im thinking', 1)"
2478,"('im thinking of', 1)"
2479,"('thinking of the', 1)"
2480,"('of the chungie', 1)"
2481,"('the chungie patronus', 1)"
2482,"('chungie patronus from', 1)"
2483,"('patronus from survival', 1)"
2484,"('from survival is', 1)"
2485,"('survival is a', 1)"
2486,"('for the love', 1)"
2487,"('the love of', 1)"
2488,"('love of god', 1)"
2489,"('of god if', 1)"
2490,"('god if you', 1)"
2491,"('if you genuinely', 1)"
2492,"('you genuinely enjoy', 1)"
2493,"('genuinely enjoy reading', 1)"
2494,"('enjoy reading read', 1)"
2495,"('reading read circe', 1)"
2496,"('read circe and', 1)"
2497,"('a book than', 1)"
2498,"('book than the', 1)"
2499,"('than the song', 1)"
2500,"('song of patroclus', 1)"
2501,"('of patroclus is', 1)"
2502,"('patroclus is hoax', 1)"
2503,"('is hoax by', 1)"
2504,"('hoax by taylor', 1)"
2505,"('been like weeks', 1)"
2506,"('like weeks since', 1)"
2507,"('weeks since i', 1)"
2508,"('since i read', 1)"
2509,"('i read it', 1)"
2510,"('crying about the', 1)"
2511,"('okay i loved', 1)"
2512,"('i loved loved', 1)"
2513,"('loved loved this', 1)"
2514,"('this book sm', 1)"
2515,"('book sm but', 1)"
2516,"('sm but at', 1)"
2517,"('but at some', 1)"
2518,"('at some point', 1)"
2519,"('some point i', 1)"
2520,"('point i thought', 1)"
2521,"('i thought it', 1)"
2522,"('thought it was', 1)"
2523,"('it was going', 1)"
2524,"('was going a', 1)"
2525,"('going a lil', 1)"
2526,"('a lil slow', 1)"
2527,"('lil slow but', 1)"
2528,"('slow but the', 1)"
2529,"('but the end', 1)"
2530,"('the end was', 1)"
2531,"('end was absolutely', 1)"
2532,"('was absolutely everything', 1)"
2533,"('absolutely everything i', 1)"
2534,"('everything i swear', 1)"
2535,"('rly want the', 1)"
2536,"('want the song', 1)"
2537,"('of achilles needs', 1)"
2538,"('achilles needs a', 1)"
2539,"('but i will', 1)"
2540,"('will never shut', 1)"
2541,"('never shut up', 1)"
2542,"('shut up about', 1)"
2543,"('up about the', 1)"
2544,"('paintedmegoldvn the song', 1)"
2545,"('since that girl', 1)"
2546,"('that girl made', 1)"
2547,"('girl made that', 1)"
2548,"('made that tiktok', 1)"
2549,"('that tiktok about', 1)"
2550,"('i cant call', 1)"
2551,"('cant call it', 1)"
2552,"('call it achilles', 1)"
2553,"('it achilles anymore', 1)"
2554,"('achilles now or', 1)"
2555,"('now or when', 1)"
2556,"('on the road', 1)"
2557,"('romance the song', 1)"
2558,"('futuristic adventure ready', 1)"
2559,"('adventure ready player', 1)"
2560,"('plot twist we', 1)"
2561,"('twist we were', 1)"
2562,"('future but not', 1)"
2563,"('but not high', 1)"
2564,"('not high tech', 1)"
2565,"('high tech the', 1)"
2566,"('tech the thousandth', 1)"
2567,"('some of favorites', 1)"
2568,"('of favorites idk', 1)"
2569,"('favorites idk what', 1)"
2570,"('idk what you', 1)"
2571,"('what you were', 1)"
2572,"('you were looking', 1)"
2573,"('were looking for', 1)"
2574,"('looking for necessarily', 1)"
2575,"('especially mentally ill', 1)"
2576,"('mentally ill lately', 1)"
2577,"('ill lately maybe', 1)"
2578,"('swear to fucking', 1)"
2579,"('to fucking god', 1)"
2580,"('fucking god if', 1)"
2581,"('as a title', 1)"
2582,"('a title is', 1)"
2583,"('title is a', 1)"
2584,"('is a subversion', 1)"
2585,"('a subversion of', 1)"
2586,"('going to lose', 1)"
2587,"('to lose my', 1)"
2588,"('lose my goddamn', 1)"
2589,"('my goddamn marbles', 1)"
2590,"('goddamn marbles this', 1)"
2591,"('marbles this just', 1)"
2592,"('this just came', 1)"
2593,"('just came to', 1)"
2594,"('came to me', 1)"
2595,"('to me holy', 1)"
2596,"('way his breath', 1)"
2597,"('his breath came', 1)"
2598,"('breath came and', 1)"
2599,"('refuse to use', 1)"
2600,"('love with the', 1)"
2601,"('absolutely not excited', 1)"
2602,"('not excited to', 1)"
2603,"('excited to get', 1)"
2604,"('so good im', 1)"
2605,"('madeline miller a', 1)"
2606,"('miller a book', 1)"
2607,"('a book most', 1)"
2608,"('book most people', 1)"
2609,"('checked out because', 1)"
2610,"('out because of', 1)"
2611,"('although i know', 1)"
2612,"('i know nothing', 1)"
2613,"('know nothing of', 1)"
2614,"('nothing of the', 1)"
2615,"('of the greek', 1)"
2616,"('i ended up', 1)"
2617,"('ended up loving', 1)"
2618,"('up loving this', 1)"
2619,"('a slight twist', 1)"
2620,"('slight twist to', 1)"
2621,"('twist to the', 1)"
2622,"('to the story', 1)"
2623,"('certainly leave an', 1)"
2624,"('leave an impression', 1)"
2625,"('becoming a bookworm', 1)"
2626,"('a bookworm again', 1)"
2627,"('bookworm again comment', 1)"
2628,"('again comment some', 1)"
2629,"('comment some book', 1)"
2630,"('some book suggestions', 1)"
2631,"('book suggestions for', 1)"
2632,"('suggestions for my', 1)"
2633,"('for my list', 1)"
2634,"('just read husbands', 1)"
2635,"('read husbands of', 1)"
2636,"('and am now', 1)"
2637,"('tempted to get', 1)"
2638,"('of achilles audio', 1)"
2639,"('achilles audio book', 1)"
2640,"('audio book but', 1)"
2641,"('i already have', 1)"
2642,"('already have the', 1)"
2643,"('have the physical', 1)"
2644,"('the physical copy', 1)"
2645,"('physical copy idk', 1)"
2646,"('copy idk if', 1)"
2647,"('idk if buying', 1)"
2648,"('if buying it', 1)"
2649,"('buying it twice', 1)"
2650,"('it twice is', 1)"
2651,"('twice is smart', 1)"
2652,"('is smart at', 1)"
2653,"('and i forgot', 1)"
2654,"('i forgot how', 1)"
2655,"('forgot how fruity', 1)"
2656,"('how fruity patroclus', 1)"
2657,"('fruity patroclus was', 1)"
2658,"('patroclus was hashshsgs', 1)"
2659,"('the entirety of', 1)"
2660,"('entirety of town', 1)"
2661,"('of town yesterday', 1)"
2662,"('town yesterday for', 1)"
2663,"('yesterday for a', 1)"
2664,"('for a scented', 1)"
2665,"('a scented candle', 1)"
2666,"('scented candle and', 1)"
2667,"('candle and i', 1)"
2668,"('is this a', 1)"
2669,"('this a sign', 1)"
2670,"('i really want', 1)"
2671,"('want to like', 1)"
2672,"('to like song', 1)"
2673,"('like song of', 1)"
2674,"('achilles and see', 1)"
2675,"('and see what', 1)"
2676,"('see what the', 1)"
2677,"('what the hype', 1)"
2678,"('the hype is', 1)"
2679,"('hype is about', 1)"
2680,"('is about but', 1)"
2681,"('about but i', 1)"
2682,"('but i could', 1)"
2683,"('i could barely', 1)"
2684,"('could barely get', 1)"
2685,"('barely get through', 1)"
2686,"('get through the', 1)"
2687,"('through the first', 1)"
2688,"('the first few', 1)"
2689,"('first few chapters', 1)"
2690,"('few chapters is', 1)"
2691,"('chapters is it', 1)"
2692,"('is it really', 1)"
2693,"('it really worth', 1)"
2694,"('really worth it', 1)"
2695,"('miller deserves to', 1)"
2696,"('deserves to have', 1)"
2697,"('to have her', 1)"
2698,"('have her pussy', 1)"
2699,"('her pussy ate', 1)"
2700,"('pussy ate for', 1)"
2701,"('ate for writing', 1)"
2702,"('for writing the', 1)"
2703,"('writing the song', 1)"
2704,"('first of all', 1)"
2705,"('of all fuck', 1)"
2706,"('all fuck them', 1)"
2707,"('fuck them kids', 1)"
2708,"('them kids looking', 1)"
2709,"('kids looking at', 1)"
2710,"('looking at the', 1)"
2711,"('second of all', 1)"
2712,"('of all thank', 1)"
2713,"('all thank you', 1)"
2714,"('thank you achilles', 1)"
2715,"('you achilles for', 1)"
2716,"('achilles for not', 1)"
2717,"('for not being', 1)"
2718,"('not being a', 1)"
2719,"('being a mamas', 1)"
2720,"('patroclus darling you', 1)"
2721,"('darling you did', 1)"
2722,"('friend bought the', 1)"
2723,"('achilles for meeeee', 1)"
2724,"('lantsovnette aaaa the', 1)"
2725,"('aaaa the song', 1)"
2726,"('achilles also my', 1)"
2727,"('also my current', 1)"
2728,"('my current read', 1)"
2729,"('be moots i', 1)"
2730,"('going to kill', 1)"
2731,"('led zeppelin songs', 1)"
2732,"('stairway to heaven', 1)"
2733,"('been loving you', 1)"
2734,"('achilles last stand', 1)"
2735,"('the rain song', 1)"
2736,"('encompasses their entirety', 1)"
2737,"('their entirety of', 1)"
2738,"('entirety of genres', 1)"
2739,"('of genres in', 1)"
2740,"('people we meet', 1)"
2741,"('we meet on', 1)"
2742,"('and now the', 1)"
2743,"('now the song', 1)"
2744,"('also conversations with', 1)"
2745,"('conversations with friends', 1)"
2746,"('with friends and', 1)"
2747,"('friends and they', 1)"
2748,"('the end coming', 1)"
2749,"('know only pain', 1)"
2750,"('only pain bc', 1)"
2751,"('pain bc of', 1)"
2752,"('bc of the', 1)"
2753,"('hate the summary', 1)"
2754,"('the summary for', 1)"
2755,"('summary for she', 1)"
2756,"('for she who', 1)"
2757,"('she who becomes', 1)"
2758,"('who becomes the', 1)"
2759,"('becomes the sun', 1)"
2760,"('the sun begins', 1)"
2761,"('sun begins with', 1)"
2762,"('meets the song', 1)"
2763,"('achilles and omg', 1)"
2764,"('of achilles quote', 1)"
2765,"('achilles quote not', 1)"
2766,"('quote not on', 1)"
2767,"('not on here', 1)"
2768,"('on here somewhere', 1)"
2769,"('here somewhere and', 1)"
2770,"('somewhere and every', 1)"
2771,"('and every time', 1)"
2772,"('every time the', 1)"
