,words,repeated
2583,zusak my fave,0
2584,my fave book,0
2585,fave book WWII,0
2586,book WWII the,0
2587,WWII the fault,0
2588,the fault in,2
2589,fault in our,2
2590,in our stars,2
2591,our stars by,1
2592,stars by John,0
2593,by John greenEleanor,0
2594,John greenEleanor and,0
2595,greenEleanor and park,0
2596,and park by,1
2597,park by rainbow,1
2598,by rainbow Rowell,0
2599,rainbow Rowell good,0
2600,Rowell good romances,0
2601,good romances and,0
2602,romances and made,1
2603,and made me,1
2604,made me cry,2
2605,ThatEricAlper âœThe Book,0
2606,âœThe Book Thiefâ,0
2607,watch Classic SciFi,0
2608,Classic SciFi amp,0
2609,SciFi amp Fantasy,0
2610,amp Fantasy type,0
2611,Fantasy type of,0
2612,listen to BIGBANG,0
2613,to BIGBANG and,0
2614,BIGBANG and I,0
2615,weekend plan Pop,0
2616,plan Pop Watertown,0
2617,Pop Watertown because,0
2618,has Venice at,0
2619,slimmer Immortals guard,0
2620,books kindleunlimited urbanfantasy,0
2621,pitbullstan circe is,0
2622,circe is really,1
2623,is really good,3
2624,really good but,1
2625,good but the,1
2626,but the book,1
2627,thief is easily,1
2628,is easily one,1
2629,easily one of,1
2630,one of my,11
2631,my favs of,1
2632,favs of all,1
2633,of all time,2
2634,all time its,0
2635,time its such,0
2636,its such a,0
2637,such a good,1
2638,a good book,0
2639,MaryanneDemasi There was,0
2640,There was a,0
2641,was a former,1
2642,a former astronaut,0
2643,former astronaut IIRC,0
2644,astronaut IIRC who,0
2645,IIRC who wrote,0
2646,who wrote a,1
2647,wrote a book,1
2648,a book called,2
2649,book called Lipitor,0
2650,called Lipitor The,0
2651,Lipitor The Memory,0
2652,The Memory Thief,0
2653,Memory Thief He,0
2654,Thief He had,0
2655,He had memory,0
2656,had memory loss,1
2657,memory loss after,1
2658,loss after he,1
2659,after he started,1
2660,he started taking,1
2661,started taking statins,0
2662,taking statins yet,0
2663,statins yet his,0
2664,yet his doctor,1
2665,his doctor didnât,0
2666,doctor didnât want,0
2667,didnât want him,0
2668,want him off,1
2669,him off it,1
2670,off it still,0
2671,jxdrxxnn The book,0
2672,to watch Anime,0
2673,watch Anime Features,0
2674,Anime Features type,0
2675,Features type of,0
2676,plan Historical StoneRoses,0
2677,Historical StoneRoses because,0
2678,StoneRoses because this,0
2679,has The Stone,0
2680,The Stone Roses,0
2681,Stone Roses s,0
2682,Roses s songs,0
2683,to Santorini at,0
2684,Santorini at noon,0
2685,âœIm always finding,0
2686,always finding humans,1
2687,finding humans at,1
2688,humans at their,1
2689,at their best,1
2690,their best and,1
2691,best and worst,0
2692,and worst I,0
2693,worst I see,0
2694,I see their,0
2695,see their ugly,1
2696,their ugly and,1
2697,ugly and their,1
2698,and their beauty,1
2699,their beauty and,1
2700,beauty and I,0
2701,and I wonder,0
2702,I wonder how,0
2703,wonder how the,1
2704,how the same,1
2705,the same can,1
2706,same can be,1
2707,can be bothâ,0
2708,Heyy Iâm starting,0
2709,Iâm starting to,0
2710,starting to be,1
2711,to be on,1
2712,be on twt,1
2713,on twt more,1
2714,twt more so,1
2715,more so if,1
2716,so if youâre,0
2717,if youâre a,0
2718,youâre a swiftie,0
2719,a swiftie army,0
2720,swiftie army stay,0
2721,army stay midzy,0
2722,stay midzy or,0
2723,midzy or youâre,0
2724,or youâre into,0
2725,youâre into YAfantasy,0
2726,into YAfantasy letâs,0
2727,YAfantasy letâs be,0
2728,letâs be moots,0
2729,be moots my,0
2730,moots my favorite,0
2731,my favorite books,4
2732,favorite books rn,1
2733,books rn are,1
2734,rn are the,1
2735,are the book,3
2736,the book thiefthe,0
2737,book thiefthe cruel,0
2738,thiefthe cruel prince,0
2739,cruel prince SOC,0
2740,prince SOC and,0
2741,SOC and anything,0
2742,and anything with,1
2743,anything with Nikolai,0
2744,with Nikolai Lantsovâ,0
2745,Nikolai Lantsovâ also,0
2746,Lantsovâ also deathnote,0
2747,also deathnote is,1
2748,deathnote is my,1
2749,is my favorite,3
2750,my favorite anime,0
2751,I JUST FINISHED,0
2752,JUST FINISHED READING,0
2753,FINISHED READING THE,0
2754,READING THE BOOK,0
2755,THE BOOK THIEF,0
2756,BOOK THIEF I,0
2757,THIEF I THINK,0
2758,I THINK I,0
2759,THINK I MIGHT,0
2760,I MIGHT CRY,0
2761,MIGHT CRY NOW,0
2762,HasnSahibzada Once upon,0
2763,Once upon a,0
2764,upon a time,1
2765,a time a,1
2766,time a young,1
2767,a young gangster,1
2768,young gangster met,1
2769,gangster met a,1
2770,met a medical,1
2771,a medical student,1
2772,medical student Their,0
2773,student Their forbidden,0
2774,Their forbidden could,0
2775,forbidden could last,1
2776,could last a,1
2777,last a lifetime,0
2778,a lifetime if,0
2779,lifetime if they,0
2780,if they survive,0
2781,spaghettithief Quran allows,0
2782,Quran allows Muslim,0
2783,allows Muslim men,0
2784,Muslim men to,0
2785,men to marry,1
2786,to marry non,1
2787,marry non Muslim,0
2788,non Muslim women,0
2789,Muslim women of,0
2790,women of âpeople,0
2791,of âpeople of,0
2792,âpeople of the,0
2793,of the bookâ,0
2794,the bookâ Women,0
2795,bookâ Women can,0
2796,Women can marry,0
2797,can marry converts,1
2798,marry converts to,1
2799,converts to Islam,0
2800,to Islam from,0
2801,Islam from Judaism,0
2802,from Judaism amp,0
2803,Judaism amp Christianity,0
2804,amp Christianity All,0
2805,Christianity All it,0
2806,All it took,0
2807,it took to,1
2808,took to prove,1
2809,to prove conversion,1
2810,prove conversion was,1
2811,conversion was attestation,0
2812,was attestation You,0
2813,attestation You need,0
2814,You need to,0
2815,need to have,1
2816,to have a,1
2817,have a better,1
2818,a better look,1
2819,better look at,1
2820,look at the,1
2821,at the Ottoman,0
2822,the Ottoman Millet,0
2823,Ottoman Millet system,0
2824,Millet system and,0
2825,system and Sharia,0
2826,and Sharia law,0
2827,spaghettithief a book,0
2828,a book famously,1
2829,book famously known,1
2830,famously known for,1
2831,known for the,1
2832,for the fact,1
2833,the fact that,2
2834,fact that in,1
2835,that in can,1
2836,in can only,1
2837,can only be,1
2838,only be interpreted,1
2839,be interpreted and,1
2840,interpreted and followed,1
2841,and followed in,1
2842,followed in one,1
2843,in one single,1
2844,one single way,0
2845,I said they,0
2846,said they should,1
2847,they should have,1
2848,should have just,1
2849,have just use,1
2850,just use Harper,0
2851,use Harper Row,0
2852,Harper Row instead,0
2853,Row instead of,0
2854,instead of Cass,0
2855,of Cass if,0
2856,Cass if they,0
2857,if they was,1
2858,they was gon,0
2859,was gon na,0
2860,gon na just,0
2861,na just make,0
2862,just make her,1
2863,make her a,1
2864,her a thief,0
2865,a thief but,0
2866,thief but it,0
2867,but it makes,1
2868,it makes much,1
2869,makes much more,1
2870,much more sense,1
2871,more sense that,1
2872,sense that they,1
2873,that they wanted,1
2874,they wanted a,1
2875,wanted a comic,1
2876,a comic book,1
2877,comic book accurate,1
2878,book accurate Cass,0
2879,accurate Cass Cause,0
2880,Cass Cause why,0
2881,Cause why put,0
2882,why put her,1
2883,put her name,1
2884,her name in,1
2885,name in the,1
2886,in the movie,2
2887,the movie but,1
2888,movie but make,1
2889,but make her,1
2890,make her NOTHING,0
2891,her NOTHING like,0
2892,NOTHING like her,0
2893,like her comic,1
2894,her comic book,1
2895,comic book self,0
2896,book self httpstcoZQibNDjbS,0
2897,davidtwilby Do you,0
2898,Do you like,0
2899,you like timeless,1
2900,like timeless love,0
2901,timeless love forbidden,0
2902,love forbidden love,0
2903,forbidden love across,0
2904,love across class,0
2905,across class and,1
2906,class and religious,1
2907,and religious lines,0
2908,religious lines in,0
2909,lines in a,0
2910,in a time,1
2911,a time when,1
2912,time when being,1
2913,when being gay,1
2914,being gay could,1
2915,gay could get,1
2916,could get you,1
2917,get you a,1
2918,you a coffin,1
2919,a coffin or,1
2920,coffin or prison,1
2921,or prison time,0
2922,prison time Come,0
2923,time Come meet,0
2924,Come meet Gael,0
2925,meet Gael and,0
2926,and Jack httpstcoZTFSer,0
2927,CherylStrayed The Book,0
2928,to watch Romantic,0
2929,watch Romantic Dramas,0
2930,Romantic Dramas and,0
2931,weekend plan TheVow,0
2932,plan TheVow ampReading,0
2933,TheVow ampReading because,0
2934,listen to Pink,0
2935,to Pink Floyd,0
2936,Pink Floyd s,0
2937,Floyd s songs,0
2938,Facebook NO I,0
2939,NO I HATE,0
2940,I HATE FACE,0
2941,HATE FACE BOOK,0
2942,FACE BOOK SHOULD,0
2943,BOOK SHOULD BE,0
2944,SHOULD BE BROKEN,0
2945,BE BROKEN UP,0
2946,BROKEN UP AND,0
2947,UP AND TRASHED,0
2948,AND TRASHED BECAUSE,0
2949,TRASHED BECAUSE ZUCK,0
2950,BECAUSE ZUCK STOLE,0
2951,ZUCK STOLE YOUR,0
2952,STOLE YOUR PERSONAL,0
2953,YOUR PERSONAL INFORMATION,0
2954,PERSONAL INFORMATION AND,0
2955,INFORMATION AND SOLD,0
2956,AND SOLD IT,0
2957,SOLD IT TO,0
2958,IT TO THE,0
2959,TO THE HIGHEST,0
2960,THE HIGHEST BidderâWITHOUT,0
2961,HIGHEST BidderâWITHOUT YOUR,0
2962,BidderâWITHOUT YOUR PERMISSION,0
2963,YOUR PERMISSION He,0
2964,PERMISSION He is,0
2965,He is a,0
2966,is a privacy,1
2967,a privacy thief,0
2968,cpbrownnarrator httpstcoZTFSer has,0
2969,httpstcoZTFSer has a,0
2970,has a new,1
2971,new site Ive,0
2972,site Ive contracted,0
2973,Ive contracted with,0
2974,contracted with webnovel,0
2975,with webnovel Gael,0
2976,webnovel Gael and,0
2977,Jack have an,0
2978,have an old,1
2979,an old fashioned,1
2980,love and Permission,0
2981,and Permission follows,0
2982,Permission follows them,0
2983,follows them from,1
2984,them from to,1
2985,from to come,1
2986,to come read,1
2987,come read the,1
2988,read the first,1
2989,the first remastered,1
2990,first remastered chapters,0
2991,SamuelSouthwell Do you,0
2992,you like old,1
2993,like old fashioned,1
2994,fashioned love Determination,0
2995,love Determination loyalty,0
2996,Determination loyalty passion,0
2997,loyalty passion LGBTQ,0
2998,passion LGBTQ Gael,0
2999,LGBTQ Gael and,0
3000,Jack are miss,0
3001,are miss matched,1
3002,miss matched in,1
3003,matched in almost,1
3004,in almost every,1
3005,almost every way,0
3006,every way but,0
3007,way but their,0
3008,but their love,1
3009,their love will,1
3010,love will span,1
3011,will span decades,0
3012,span decades httpstcoZTFSer,0
3013,decades httpstcoZTFSer FreeReads,0
3014,books booktwt bookblogger,0
3015,booktwt bookblogger bookblog,0
3016,My latest book,0
3017,latest book review,1
3018,is now live,0
3019,now live If,0
3020,live If youre,0
3021,If youre looking,0
3022,youre looking for,0
3023,for a great,1
3024,a great stand,1
3025,great stand alone,1
3026,stand alone fantasy,0
3027,alone fantasy check,0
3028,fantasy check out,0
3029,check out Lauren,0
3030,out Lauren Mansys,0
3031,Lauren Mansys The,0
3032,Mansys The Memory,0
3033,Memory Thief Its,0
3034,Thief Its incredible,0
3035,Its incredible BookReview,0
3036,creekbs the book,1
3037,book thief i,4
3038,thief i read,1
3039,i read it,5
3040,read it like,1
3041,it like times,1
3042,like times a,1
3043,times a year,0
3044,to watch Basketball,0
3045,watch Basketball type,0
3046,Basketball type of,0
3047,plan Fantasy Parklife,0
3048,Fantasy Parklife because,0
3049,Parklife because this,0
3050,also has Blur,0
3051,has Blur s,0
3052,Blur s songs,0
3053,starleykxo If youre,0
3054,If youre interested,0
3055,youre interested in,0
3056,interested in historical,1
3057,in historical fiction,1
3058,historical fiction Id,0
3059,fiction Id suggest,0
3060,Id suggest All,0
3061,suggest All The,0
3062,All The Light,0
3063,The Light We,0
3064,Light We Can,0
3065,We Can not,0
3066,Can not See,0
3067,not See and,0
3068,See and The,0
3069,and The Book,0
3070,Book Thief Others,0
3071,Thief Others nonhistorical,0
3072,Others nonhistorical fiction,0
3073,nonhistorical fiction include,0
3074,fiction include The,0
3075,include The Poppy,0
3076,The Poppy War,0
3077,Poppy War trilogy,0
3078,War trilogy and,0
3079,trilogy and The,0
3080,and The Kite,0
3081,Kite Runner but,0
3082,Runner but search,0
3083,but search up,0
3084,search up trigger,1
3085,up trigger warnings,1
3086,trigger warnings first,1
3087,warnings first just,1
3088,first just in,1
3089,just in case,0
3090,More SassAndSteam excitement,0
3091,SassAndSteam excitement Book,0
3092,excitement Book Priceless,0
3093,Book Priceless is,0
3094,Priceless is a,0
3095,is a finalist,1
3096,a finalist for,1
3097,finalist for a,1
3098,for a PRISM,0
3099,a PRISM award,0
3100,PRISM award and,0
3101,award and in,1
3102,and in some,1
3103,in some stellar,1
3104,some stellar company,0
3105,ErikJLarsen Yeah Itâs,0
3106,Yeah Itâs an,0
3107,Itâs an outrage,0
3108,an outrage Last,0
3109,outrage Last I,0
3110,Last I heard,0
3111,I heard the,0
3112,heard the thief,1
3113,the thief was,1
3114,thief was still,1
3115,was still alive,0
3116,still alive sitting,0
3117,alive sitting on,0
3118,sitting on in,1
3119,on in stolen,1
3120,in stolen art,0
3121,Corben wrote it,0
3122,wrote it off,1
3123,it off as,1
3124,off as a,1
3125,as a âœlost,0
3126,a âœlost bookâ,0
3127,âœlost bookâ but,0
3128,bookâ but itâs,0
3129,but itâs an,0
3130,itâs an astounding,0
3131,an astounding work,0
3132,i feel like,1
3133,feel like logan,1
3134,like logan lerman,1
3135,logan lerman wouldve,0
3136,lerman wouldve been,0
3137,wouldve been a,0
3138,been a good,1
3139,a good percy,0
3140,good percy but,0
3141,percy but as,0
3142,but as a,1
3143,as a year,1
3144,a year old,1
3145,year old percy,0
3146,old percy like,0
3147,percy like heroes,0
3148,like heroes of,1
3149,heroes of olympus,1
3150,of olympus percy,0
3151,but for pjohes,0
3152,for pjohes too,0
3153,pjohes too old,0
3154,percy was in,0
3155,was in the,2
3156,in the lightning,2
3157,lightning thief book,1
3158,thief book and,1
3159,book and the,2
3160,and the movie,1
3161,the movie made,1
3162,movie made took,1
3163,made took him,1
3164,took him and,1
3165,him and made,1
3166,and made him,1
3167,made him instead,0
3168,watch Crime Documentaries,0
3169,Crime Documentaries and,0
3170,Documentaries and I,0
3171,weekend plan Amanda,0
3172,plan Amanda Knox,0
3173,Amanda Knox Fin,0
3174,Knox Fin because,0
3175,Fin because this,0
3176,go to Italy,0
3177,to Italy at,0
3178,Italy at noon,0
3179,KatTDooley Yay books,0
3180,Yay books My,0
3181,books My personal,0
3182,My personal favorites,0
3183,personal favorites are,1
3184,favorites are Megan,0
3185,are Megan Whalen,0
3186,Megan Whalen Turners,0
3187,Whalen Turners Queens,0
3188,Turners Queens Thief,0
3189,Queens Thief series,0
3190,Thief series Lois,0
3191,series Lois McMaster,0
3192,Lois McMaster Bujolds,0
3193,McMaster Bujolds Chalion,0
3194,Bujolds Chalion books,0
3195,Chalion books and,0
3196,books and The,0
3197,and The Goblin,0
3198,The Goblin Emperor,0
3199,Goblin Emperor by,0
3200,Emperor by Katherine,0
3201,by Katherine Addison,0
3202,Katherine Addison Fav,0
3203,Addison Fav book,0
3204,Fav book for,0
3205,book for June,0
3206,for June was,0
3207,June was a,0
3208,was a supernatural,1
3209,a supernatural YA,0
3210,supernatural YA called,0
3211,YA called Elatose,0
3212,called Elatose by,0
3213,Elatose by Darcie,0
3214,by Darcie Little,0
3215,Darcie Little Badger,0
3216,The Storybarn at,0
3217,Storybarn at The,0
3218,at The Reader,0
3219,The Reader is,0
3220,Reader is bringing,0
3221,is bringing an,2
3222,bringing an actionpacked,0
3223,an actionpacked adventure,0
3224,actionpacked adventure to,0
3225,adventure to Calderstones,0
3226,to Calderstones Park,0
3227,Calderstones Park this,0
3228,Park this summer,0
3229,this summer The,0
3230,summer The outdoor,0
3231,The outdoor trail,0
3232,outdoor trail is,2
3233,trail is based,2
3234,is based on,2
3235,based on the,2
3236,the book The,0
3237,book The Prince,0
3238,The Prince and,0
3239,Prince and the,0
3240,and the Witch,0
3241,the Witch and,0
3242,Witch and the,0
3243,the Thief and,0
3244,Thief and the,0
3245,and the Bears,0
3246,the Bears by,0
3247,Bears by Alastair,0
3248,by Alastair Chisholm,0
3249,Alastair Chisholm July,0
3250,Chisholm July Aug,0
3251,July Aug ampm,0
3252,moviemenfes atonement schindlers,0
3253,atonement schindlers list,0
3254,schindlers list the,0
3255,list the book,0
3256,to watch Adventures,0
3257,watch Adventures type,0
3258,Adventures type of,0
3259,plan Historical Greece,0
3260,Historical Greece because,0
3261,also has Queen,0
3262,has Queen s,0
3263,Queen s songs,0
3264,Its Saturday which,0
3265,Saturday which means,0
3266,which means its,0
3267,means its book,0
3268,its book promo,0
3269,book promo time,0
3270,The Shield Road,0
3271,Shield Road is,0
3272,Road is a,0
3273,is a collection,1
3274,a collection of,1
3275,collection of fantasy,1
3276,of fantasy short,1
3277,fantasy short stories,1
3278,short stories all,1
3279,stories all set,1
3280,all set in,1
3281,set in the,1
3282,in the same,1
3283,the same world,0
3284,same world In,0
3285,world In it,0
3286,In it youll,0
3287,it youll find,0
3288,youll find a,0
3289,find a princessturnedassassin,0
3290,a princessturnedassassin a,0
3291,princessturnedassassin a studentturnedthief,0
3292,a studentturnedthief and,0
3293,studentturnedthief and found,0
3294,and found family,1
3295,found family tropes,0
3296,family tropes âï,0
3297,tropes âï httpstcoowTokTTZm,0
3298,cpbrownnarrator Immortals guard,0
3299,out what to,2
3300,what to read,2
3301,read next why,0
3302,next why dont,0
3303,why dont you,0
3304,book thief ðŸš,0
3305,thief ðŸš Check,0
3306,ðŸš Check back,0
3307,for more recommendationsðŸ,0
3308,It really is,0
3309,really is funny,1
3310,is funny seeing,1
3311,funny seeing Republicans,0
3312,seeing Republicans trying,0
3313,Republicans trying to,0
3314,trying to protect,1
3315,to protect a,1
3316,protect a bookthe,0
3317,a bookthe Bible,0
3318,bookthe Bible they,0
3319,Bible they obviously,0
3320,they obviously dont,0
3321,obviously dont even,0
3322,dont even read,0
3323,even read from,1
3324,read from an,1
3325,from an imaginary,1
3326,an imaginary bible,1
3327,imaginary bible thief,1
3328,bible thief smh,1
3329,Bokat is an,0
3330,is an evocative,1
3331,an evocative wordsmith,1
3332,evocative wordsmith she,1
3333,wordsmith she has,1
3334,she has crafted,1
3335,has crafted a,1
3336,crafted a sympathetic,1
3337,a sympathetic heroine,1
3338,sympathetic heroine as,1
3339,heroine as her,1
3340,as her main,1
3341,her main character,1
3342,main character A,0
3343,character A compulsively,0
3344,A compulsively readable,0
3345,compulsively readable mystery,1
3346,readable mystery and,1
3347,mystery and character,1
3348,and character study,0
3349,character study The,0
3350,study The verdict,0
3351,The verdict Get,0
3352,verdict Get it,0
3353,confession i have,0
3354,i have not,1
3355,have not read,1
3356,not read or,1
3357,read or watched,1
3358,or watched a,1
3359,watched a single,1
3360,a single percy,2
3361,single percy jackson,2
3362,percy jackson moviebook,0
3363,jackson moviebook ive,0
3364,moviebook ive only,0
3365,ive only seen,1
3366,only seen the,1
3367,seen the lightning,1
3368,lightning thief musical,2
3369,thief musical cause,1
3370,musical cause i,1
3371,cause i liked,1
3372,i liked a,1
3373,liked a song,1
3374,a song that,1
3375,song that i,1
3376,that i saw,1
3377,i saw in,1
3378,saw in a,1
3379,in a animatic,1
3380,a animatic and,0
3381,animatic and the,0
3382,and the bootleg,0
3383,the bootleg one,1
3384,bootleg one i,1
3385,one i watched,1
3386,i watched sucked,1
3387,watched sucked ass,1
3388,sucked ass so,1
3389,ass so half,1
3390,so half the,1
3391,half the songs,1
3392,the songs didnt,1
3393,songs didnt play,0
3394,literarybase The song,0
3395,The song of,0
3396,song of Achilles,0
3397,of Achilles amp,0
3398,Achilles amp The,0
3399,amp The book,0
3400,book thief ðŸ,0
3401,updating my fav,0
3402,my fav book,1
3403,fav book list,1
3404,book list because,1
3405,list because i,1
3406,because i want,1
3407,i want more,1
3408,want more twitter,1
3409,more twitter bffs,1
3410,the bridge kingdom,0
3411,iâm gon na,0
3412,gon na read,0
3413,na read the,0
3414,book thief now,0
3415,Fan of the,0
3416,of the Book,0
3417,the Book Thief,0
3418,THE LUCK OF,0
3419,LUCK OF THE,0
3420,OF THE WEISSENSTEINERS,0
3421,THE WEISSENSTEINERS left,0
3422,WEISSENSTEINERS left me,0
3423,left me breathless,1
3424,me breathless amp,0
3425,breathless amp in,0
3426,amp in awe,0
3427,Jewish weavers in,0
3428,weavers in Slovakia,0
3429,in Slovakia during,0
3430,Slovakia during WW,0
3431,a difficult subject,0
3432,difficult subject handled,1
3433,subject handled with,1
3434,handled with grace,0
3435,asmsg PDF httpstcoTtqtiLosn,0
3436,PDF httpstcoTtqtiLosn httpstcoSxLVNuXQU,0
3437,Paul Klebnikov was,0
3438,Klebnikov was killed,0
3439,was killed bc,0
3440,killed bc he,0
3441,bc he pissed,0
3442,he pissed off,1
3443,pissed off Boris,0
3444,off Boris Berezovsky,0
3445,Boris Berezovsky Boris,0
3446,Berezovsky Boris was,0
3447,Boris was one,0
3448,was one of,1
3449,one of Klebnikovs,0
3450,of Klebnikovs main,0
3451,Klebnikovs main targets,0
3452,main targets in,1
3453,targets in his,1
3454,in his articles,1
3455,his articles amp,0
3456,articles amp book,0
3457,amp book Godfather,0
3458,book Godfather of,0
3459,Godfather of the,0
3460,of the Kremlin,0
3461,the Kremlin Boris,0
3462,Kremlin Boris Berezovsky,0
3463,Boris Berezovsky amp,0
3464,Berezovsky amp the,0
3465,amp the Looting,0
3466,the Looting of,0
3467,Looting of Russia,0
3468,of Russia Boris,0
3469,Russia Boris a,0
3470,Boris a thief,0
3471,a thief amp,0
3472,thief amp Putin,0
3473,amp Putin critic,0
3474,Putin critic got,0
3475,critic got asylum,0
3476,got asylum in,1
3477,asylum in UK,0
3478,craytusjones Also the,0
3479,Also the Hunger,0
3480,the Hunger Games,0
3481,Hunger Games books,0
3482,Games books someone,0
3483,books someone else,0
3484,someone else mentioned,1
3485,else mentioned The,0
3486,mentioned The Book,0
3487,Thief and this,0
3488,and this version,1
3489,this version of,1
3490,version of Wuthering,0
3491,of Wuthering Heights,0
3492,Wuthering Heights because,0
3493,Heights because it,0
3494,because it made,1
3495,it made me,1
3496,made me homesick,1
3497,me homesick for,1
3498,homesick for West,0
3499,for West Yorkshire,0
3500,West Yorkshire httpstcoQzDJwYsBx,0
3501,NSTBA PICTURE BOOK,0
3502,PICTURE BOOK LONG,0
3503,BOOK LONG LIST,0
3504,LONG LIST Anita,0
3505,LIST Anita and,0
3506,Anita and the,0
3507,and the Dragons,0
3508,lantanapub Be Kind,0
3509,MacmillanKidsUK Little Bearâs,0
3510,Little Bearâs Treasures,0
3511,GreystoneKids The Story,0
3512,The Story Thief,0
3513,AndersenPress NSTBA httpstcouoOpHNUgfR,0
3514,ElenaRu Immortals guard,0
3515,bookpreneur Immortals guard,0
3516,Yessss Harry Potter,0
3517,Harry Potter family,0
3518,Potter family comes,0
3519,family comes first,0
3520,comes first and,0
3521,first and The,0
3522,and The book,0
3523,book thief httpstcoZtYYIkNGI,0
3524,Check out this,0
3525,out this listing,4
3526,this listing I,0
3527,listing I just,0
3528,I just added,0
3529,just added to,4
3530,added to my,4
3531,to my Poshmark,0
3532,my Poshmark closet,0
3533,Poshmark closet âœThe,0
3534,closet âœThe Lightning,0
3535,âœThe Lightning Thief,0
3536,Lightning Thief paperback,0
3537,Thief paperback book,0
3538,paperback book httpstcopdzoifspMB,0
3539,book httpstcopdzoifspMB shopmycloset,0
3540,craytusjones I cry,0
3541,I cry at,0
3542,cry at the,2
3543,at the same,1
3544,the same places,1
3545,same places in,1
3546,places in Diana,0
3547,in Diana Gabaldons,0
3548,Diana Gabaldons Outlander,0
3549,Gabaldons Outlander read,0
3550,Outlander read it,0
3551,read it X,0
3552,WriterDG Buckets of,0
3553,Buckets of tears,0
3554,of tears at,1
3555,tears at end,1
3556,at end of,1
3557,end of The,0
3558,of The Red,0
3559,The Red Tent,0
3560,Red Tent amp,0
3561,Tent amp The,0
3562,amp The Book,0
3563,Book Thief I,0
3564,Thief I cry,0
3565,at the end,4
3566,the end of,3
3567,of The Green,0
3568,The Green Mile,0
3569,Green Mile Its,0
3570,Mile Its a,0
3571,Its a Wonderful,0
3572,a Wonderful Life,0
3573,Wonderful Life ET,0
3574,Life ET amp,0
3575,ET amp Youve,0
3576,amp Youve Got,0
3577,Youve Got Mail,0
3578,Im discussing âœâœThe,0
3579,discussing âœâœThe Book,0
3580,âœâœThe Book Thiefâ,0
3581,Book Thiefâ Review,0
3582,Thiefâ Review and,0
3583,Review and Discussionâ,0
3584,and Discussionâ with,0
3585,Discussionâ with Parmi,0
3586,with Parmi Aryal,0
3587,Parmi Aryal Keisha,0
3588,Aryal Keisha Stubbs,0
3589,AmandaAngulo Chrissy Holm,0
3590,Chrissy Holm and,0
3591,Holm and Book,0
3592,and Book Sessions,0
3593,Book Sessions Tomorrow,0
3594,Sessions Tomorrow Jul,0
3595,Tomorrow Jul at,0
3596,Jul at AM,0
3597,at AM IST,0
3598,AM IST on,0
3599,clubhouse Join us,0
3600,Join us httpstcoxJXaShrBBk,0
3601,instabucher Do something,0
3602,Do something amp,0
3603,something amp have,0
3604,amp have them,0
3605,have them not,1
3606,them not put,1
3607,not put the,1
3608,put the book,2
3609,the book on,1
3610,on the shelvesâ,0
3611,the shelvesâ a,0
3612,shelvesâ a thief,0
3613,thief in disguise,1
3614,in disguise ðŸðŸ,0
3615,FlicksNoChills Geoffrey Rush,0
3616,Geoffrey Rush murdered,0
3617,Rush murdered a,0
3618,murdered a German,0
3619,a German accent,0
3620,German accent in,0
3621,accent in The,0
3622,in The Book,0
3623,Book Thief too,0
3624,Thief too ðŸ,0
3625,zaaaaaaaaaai Ay Try,0
3626,Ay Try Northern,0
3627,Try Northern Limit,0
3628,Northern Limit Line,0
3629,Limit Line or,0
3630,Line or The,0
3631,or The Book,0
3632,Vibeseeker try adding,0
3633,try adding avocado,1
3634,adding avocado toast,0
3635,avocado toast The,0
3636,toast The Book,0
3637,Thief and Mumford,0
3638,and Mumford and,0
3639,Mumford and Sons,0
3640,and Sons into,0
3641,Sons into your,0
3642,BONUS Set Take,0
3643,Set Take on,0
3644,Take on Me,0
3645,on Me as,0
3646,Me as your,0
3647,vladtarko I see,0
3648,I see that,0
3649,see that on,1
3650,that on Mayday,0
3651,on Mayday this,0
3652,Mayday this year,0
3653,this year when,0
3654,year when I,0
3655,when I was,0
3656,I was speaking,0
3657,was speaking about,1
3658,speaking about Enclosure,0
3659,about Enclosure at,0
3660,Enclosure at a,0
3661,at a leftist,1
3662,a leftist picnic,0
3663,leftist picnic David,0
3664,picnic David published,0
3665,David published an,0
3666,published an interview,1
3667,an interview with,1
3668,interview with Peter,0
3669,with Peter Linebaugh,0
3670,Peter Linebaugh whose,0
3671,Linebaugh whose book,0
3672,whose book Stop,0
3673,book Stop Thief,0
3674,Stop Thief Ive,0
3675,Thief Ive been,0
3676,Ive been reading,0
3677,been reading Connections,0
3678,reading Connections httpstcoOeZCDjtln,0
3679,to watch Alien,0
3680,watch Alien SciFi,0
3681,Alien SciFi type,0
3682,SciFi type of,0
3683,listen to Ylvis,0
3684,to Ylvis and,0
3685,Ylvis and I,0
3686,plan Pop Parseltongue,0
3687,Pop Parseltongue because,0
3688,Parseltongue because this,0
3689,also has Snake,0
3690,has Snake Island,0
3691,Snake Island in,0
3692,Island in the,0
3693,goodreads The book,0
3694,thief by Markuz,0
3695,I live a,0
3696,live a life,1
3697,a life and,1
3698,life and find,1
3699,and find that,1
3700,find that we,1
3701,that we to,1
3702,we to this,1
3703,to this day,1
3704,this day seem,1
3705,day seem to,1
3706,seem to fight,1
3707,to fight over,1
3708,fight over all,1
3709,over all sorts,1
3710,all sorts of,1
3711,sorts of odd,1
3712,of odd things,0
3713,odd things I,0
3714,things I have,0
3715,I have a,0
3716,have a book,1
3717,a book of,2
3718,book of a,1
3719,a thief that,1
3720,thief that thought,1
