,words,repeated
1500,is attractive,0
1501,attractive I,0
1502,I cant,0
1503,cant think,0
1504,think of,1
1505,single word,1
1506,to describe,1
1507,describe this,1
1508,this situation,1
1509,situation that,1
1510,that would,1
1511,would be,3
1512,more accurate,0
1513,accurate Marisa,0
1514,Marisa Tomei,0
1515,Tomei was,0
1516,was hot,1
1517,hot in,1
1518,this movie,1
1519,movie and,1
1520,and still,0
1521,still is,0
1522,is The,0
1523,The film,0
1524,film version,1
1525,version of,92
1526,of her,1
1527,her didnt,0
1528,didnt age,0
1529,age like,1
1530,Gray INSANE,0
1531,INSANE httpstcoQaJjUyO,0
1532,be one,1
1533,one of,8
1534,my favourite,3
1535,favourite books,1
1536,books and,3
1537,and Oscar,0
1538,Oscar Wildeâs,0
1539,Wildeâs writing,0
1540,writing style,1
1541,style is,1
1542,is just,3
1543,just chefâs,0
1544,chefâs kiss,0
1545,have seen,1
1546,seen my,1
1547,my soul,0
1548,Its rotten,0
1549,rotten black,0
1550,black as,1
1551,as coal,0
1552,For all,0
1553,all I,0
1554,I see,0
1555,see is,1
1556,is decay,0
1557,Take a,0
1558,a look,0
1559,look take,0
1560,take a,2
1561,At the,0
1562,Im really,0
1563,really enjoying,1
1564,enjoying the,1
1565,GaneshBhoi âœExperience,0
1566,âœExperience is,0
1567,is merely,8
1568,merely the,10
1569,the name,10
1570,name men,10
1571,men gave,10
1572,gave to,10
1573,to their,10
1574,their mistakesâ,0
1575,â Oscar,0
1576,RASHAMI AS,0
1577,AS PALAK,0
1578,PALAK Aâ,0
1579,The cashier,0
1580,cashier asked,1
1581,me what,2
1582,what my,2
1583,my fav,3
1584,fav book,1
1585,book was,1
1586,was and,1
1587,and when,1
1588,when I,0
1589,I said,0
1590,said The,0
1591,Gray she,0
1592,she shuddered,0
1593,shuddered Exactly,0
1594,Exactly She,0
1595,She said,0
1596,said it,1
1597,was so,1
1598,so eerie,1
1599,eerie and,1
1600,and that,11
1601,that reaction,1
1602,reaction is,1
1603,how I,0
1604,I felt,0
1605,felt reading,1
1606,reading it,2
1607,Absolutely love,0
1608,love this,1
1609,this line,1
1610,line from,1
1611,from The,0
1612,Women just,0
1613,just dont,0
1614,dont appreciate,0
1615,appreciate hot,1
1616,hot dudes,1
1617,dudes the,1
1618,the same,3
1619,same way,1
1620,way that,1
1621,that men,1
1622,men do,0
1623,do httpstcovbSUfWeO,0
1624,PALAK AWAITED,0
1625,should i,2
1626,read my,1
1627,my policeman,1
1628,policeman for,0
1629,for fun,0
1630,fun or,0
1631,or the,6
1632,gray for,5
1633,for school,0
1634,Cr The,0
1635,Gray httpstcoIpflKDBxX,0
1636,DukeDFS He,0
1637,He reminds,0
1638,reminds me,2
1639,me of,2
1640,A nickname,0
1641,nickname applied,1
1642,applied to,1
1643,to someone,3
1644,someone who,2
1645,who doesnt,0
1646,doesnt seem,0
1647,seem to,1
1648,to age,0
1649,age The,0
1650,The phrase,0
1651,phrase refers,1
1652,refers to,1
1653,the character,1
1654,character in,1
1655,in Oscar,0
1656,Gray who,0
1657,who makes,1
1658,makes a,2
1659,a deal,1
1660,deal with,1
1661,with an,1
1662,an artist,1
1663,artist so,1
1664,so that,2
1665,that a,1
1666,a painting,1
1667,painting of,1
1668,of him,1
1669,him ages,0
1670,ages but,0
1671,but he,1
1672,he does,1
1673,does not,0
1674,There is,0
1675,is only,10
1676,only one,11
1677,thing in,10
1678,the world,30
1679,world worse,9
1680,worse than,9
1681,than being,9
1682,being talked,18
1683,talked about,0
1684,about and,0
1685,that is,43
1686,is not,9
1687,not being,9
1688,Gray httpstcoooTiaMaR,0
1689,âœI am,0
1690,am too,1
1691,too fond,1
1692,of reading,1
1693,reading books,1
1694,books to,2
1695,to care,1
1696,care to,1
1697,to write,2
1698,write themâ,0
1699,danielmarven The,0
1700,xgzhongguo Now,0
1701,Now I,0
1702,can see,1
1703,see that,1
1704,that being,1
1705,being his,1
1706,his real,1
1707,real picture,0
1708,More repulsive,0
1709,repulsive than,1
1710,than the,1
1711,Me needs,0
1712,needs to,1
1713,to finish,2
1714,finish The,0
1715,for my,2
1716,my exams,1
1717,exams which,0
1718,which I,0
1719,I love,0
1720,love very,1
1721,very much,1
1722,much dont,0
1723,dont get,0
1724,get me,1
1725,me wrong,0
1726,Also me,0
1727,me reads,1
1728,reads poetry,1
1729,poetry for,1
1730,for no,1
1731,no reason,0
1732,why did,0
1733,did i,1
1734,i ever,1
1735,ever doubt,1
1736,doubt that,1
1737,that the,12
1738,gray was,1
1739,was gay,0
1740,BillyVacant On,0
1741,On The,0
1742,The Road,0
1743,Road Lord,0
1744,Lord of,0
1745,the Flies,0
1746,Flies Picture,0
1747,think iâm,0
1748,iâm gon,0
1749,gon na,0
1750,na start,0
1751,start reading,3
1752,reading six,1
1753,six of,2
1754,of crows,1
1755,crows or,1
1756,gray hmm,0
1757,hmm have,1
1758,have u,1
1759,u read,1
1760,read either,1
1761,either of,1
1762,it is,10
1763,is it,2
1764,it good,1
1765,good D,0
1766,ahoyboygenius me,1
1767,what r,1
1768,r i,1
1769,i buying,0
1770,buying iâm,0
1771,iâm getting,0
1772,getting the,2
1773,Im listening,0
1774,to The,0
1775,and so,3
1776,so far,1
1777,far its,0
1778,its just,0
1779,just been,1
1780,been hours,1
1781,hours of,1
1782,the main,1
1783,main dudes,1
1784,dudes describing,1
1785,describing what,1
1786,what an,1
1787,an absolute,1
1788,absolute babe,1
1789,babe he,1
1790,is and,1
1791,and his,2
1792,his hot,1
1793,hot oblivious,1
1794,oblivious energy,0
1795,energy I,0
1796,I recommend,0
1797,hi im,0
1798,booktwt and,0
1799,i need,2
1800,need moots,1
1801,here are,1
1802,are some,1
1803,the books,2
1804,books i,1
1805,i love,3
1806,some books,1
1807,books on,1
1808,on my,2
1809,my tbr,0
1810,pls likert,0
1811,likert if,0
1812,u want,1
1813,be mutuals,1
1814,mutuals lt,0
1815,Women as,0
1816,as some,1
1817,some witty,1
1818,witty Frenchman,0
1819,Frenchman once,0
1820,once put,1
1821,put it,0
1822,it inspire,0
1823,inspire us,1
1824,us with,1
1825,the desire,1
1826,desire to,1
1827,do masterpieces,1
1828,masterpieces and,1
1829,and always,1
1830,always prevent,1
1831,prevent us,1
1832,us from,1
1833,from carrying,1
1834,carrying them,1
1835,them out,0
1836,and Other,0
1837,Other Writings,0
1838,HorrorHammer The,0
1839,The original,0
1840,original canvas,89
1841,canvas of,89
1842,the final,89
1843,final version,89
1844,Dorian Grays,0
1845,Grays portrait,0
1846,portrait the,89
1847,the corrupted,0
1848,corrupted deâ,0
1849,dontfwpendejas have,1
1850,have you,1
1851,you read,3
1852,gray my,3
1853,my english,1
1854,english teacher,2
1855,teacher raved,1
1856,raved about,1
1857,about it,3
1858,it and,2
1859,i enjoyed,2
1860,enjoyed it,1
1861,a lot,3
1862,guroclass kafka,1
1863,kafka on,3
1864,shore the,0
1865,old man,2
1866,man and,3
1867,the sea,2
1868,sea the,0
1869,sea is,1
1870,my personal,1
1871,personal favorite,0
1872,favorite so,0
1873,that one,3
1874,one is,7
1875,a must,1
1876,must read,0
1877,I finished,0
1878,Gray Very,0
1879,Very humiliating,0
1880,humiliating to,1
1881,to admit,1
1882,admit I,0
1883,I started,0
1884,started it,1
1885,it over,1
1886,over a,1
1887,a year,1
1888,year agoðŸ,0
1889,agoðŸ Iâm,0
1890,Iâm so,0
1891,bad at,1
1892,at reading,1
1893,reading physical,1
1894,physical books,0
1895,reading The,0
1896,the first,11
1897,first time,1
1898,time and,1
1899,is Lord,0
1900,Henry lmao,0
1901,lmao httpstcoHWURHuQr,0
1902,MarkRavenhill La,0
1903,La Cauntatrice,0
1904,Cauntatrice Chauve,0
1905,Chauve Ionesco,0
1906,Ionesco in,0
1907,in Paris,0
1908,Paris mid,0
1909,mid s,0
1910,I still,0
1911,still have,2
1912,the poster,1
1913,poster that,1
1914,that I,0
1915,I bought,0
1916,bought from,1
1917,the theatre,1
1918,theatre when,1
1919,I was,0
1920,was mesmerised,0
1921,Also Rupert,0
1922,Rupert Everett,0
1923,Everett in,0
1924,in The,0
1925,Gray at,0
1926,citizenstheatre when,1
1927,was He,0
1928,He was,0
1929,was staggering,0
1930,Currently reading,0
1931,Gray Iâm,0
1932,Iâm getting,0
1933,getting a,1
1934,a bit,3
1935,bit of,2
1936,a gay,2
1937,gay vibe,1
1938,vibe from,1
1939,from it,0
1940,it Not,0
1941,Not sure,0
1942,sure why,1
1943,why ðŸââï,0
1944,rewritehistory To,0
1945,To live,0
1946,live is,1
1947,is the,13
1948,the rarest,1
1949,rarest thing,1
1950,world Most,0
1951,Most people,0
1952,people exist,0
1953,exist that,0
1954,is all,0
1955,all Â,0
1956,Â the,0
1957,gray oscar,5
1958,wilde httpstcoZXxvFuWqDO,0
1959,lmanburgsux what,1
1960,what does,1
1961,does nf,0
1962,nf mean,0
1963,mean gen,0
1964,gen literally,0
1965,literally my,1
1966,my go,1
1967,go to,1
1968,to is,1
1969,just gon,0
1970,na be,0
1971,be mbs,0
1972,mbs but,0
1973,I also,0
1974,also got,1
1975,got back,1
1976,back into,1
1977,into reading,1
1978,reading by,1
1979,by reading,1
1980,reading classics,1
1981,classics and,1
1982,and would,1
1983,would recommend,1
1984,recommend like,0
1985,oh shit,0
1986,shit i,1
1987,i never,7
1988,never finished,1
1989,realufobros The,0
1990,princessajota I,0
1991,I thought,0
1992,thought yâall,0
1993,yâall were,0
1994,were kidding,4
1995,kidding but,4
1996,but man,4
1997,man Oscar,0
1998,Wilde kinda,0
1999,kinda went,4
2000,went off,4
2001,off with,4
2002,NOM tsoa,0
2003,ill give,0
2004,give you,1
2005,you the,2
2006,the sun,0
2007,the mistake,0
2008,Flurry listening,0
2009,listening politely,1
2010,politely to,1
2011,me reading,1
2012,Gray to,0
2013,him and,1
2014,and mispronouncing,1
2015,mispronouncing too,1
2016,too many,1
2017,many words,1
2018,words ÎãƒâãƒÙ,0
2019,ÎãƒâãƒÙ httpstcoOHQDJEQan,0
2020,onyforthebrave âThe,0
2021,âThe Picture,0
2022,Dorian Grayâ,0
2023,hiiii iâm,0
2024,iâm winnie,0
2025,winnie D,0
2026,D new,0
2027,booktwt looking,0
2028,for mutuals,1
2029,â the,0
2030,â they,0
2031,they both,2
2032,both die,2
2033,die at,2
2034,the end,0
2035,â crush,0
2036,crush by,1
2037,by richard,1
2038,richard siken,1
2039,â six,0
2040,â kafka,0
2041,pleeease rt,1
2042,rt or,1
2043,or like,1
2044,mutuals mwah,1
2045,mwah lt,0
2046,for u,0
2047,u ðŸŠ,0
2048,gray has,1
2049,has BIG,0
2050,BIG abo,0
2051,abo vibes,0
2052,vibes all,0
2053,all of,4
2054,it the,1
2055,the whole,1
2056,whole book,0
2057,jimmyfallon The,0
2058,The Dick,0
2059,Dick Picture,0
2060,done with,1
2061,with The,0
2062,Wilde httpstcoaDtUJuqk,0
2063,iâm annotating,0
2064,annotating perks,1
2065,perks of,2
2066,being a,2
2067,a wallflower,1
2068,wallflower for,1
2069,for them,1
2070,them and,1
2071,and theyâre,0
2072,theyâre annotating,0
2073,annotating the,1
2074,for me,2
2075,me httpstcohEWVZSXJi,0
2076,just started,0
2077,started reading,1
2078,gray httpstcoBtoVBFMP,0
2079,ClyFer If,0
2080,If true,0
2081,true The,0
2082,The heart,0
2083,heart hides,1
2084,hides terrible,1
2085,terrible things,0
2086,things A,0
2087,A good,0
2088,good illustration,1
2089,illustration is,1
2090,Wilde You,0
2091,You have,0
2092,have to,5
2093,to know,1
2094,know beyond,1
2095,beyond the,1
2096,the surface,0
2097,haoslvr wonwoo,1
2098,wonwoo would,1
2099,be reading,2
2100,reading a,1
2101,a classic,2
2102,classic i,1
2103,think so,1
2104,maybe something,1
2105,something like,2
2106,like peide,1
2107,peide and,1
2108,prejudice or,1
2109,some reason,1
2110,reason i,1
2111,i feel,2
2112,feel like,1
2113,like shua,1
2114,shua or,1
2115,or hao,1
2116,hao might,1
2117,might like,1
2118,like crime,1
2119,crime so,1
2120,maybe sherlock,0
2121,sherlock or,0
2122,or something,1
2123,of us,1
2124,us is,1
2125,is lying,0
2126,REPUTATIONLT Just,0
2127,Just rereading,0
2128,rereading âœthe,0
2129,âœthe picture,0
2130,Grayâ by,0
2131,Wilde while,0
2132,while iâm,0
2133,iâm waiting,0
2134,waiting on,1
2135,on a,3
2136,a series,1
2137,series of,1
2138,of books,1
2139,to arrive,1
2140,arrive in,1
2141,a day,1
2142,day or,1
2143,or two,0
2144,THE NUDE,0
2145,NUDE PICTURE,0
2146,PICTURE OF,0
2147,OF DORIAN,0
2148,DORIAN GRAY,0
2149,GRAY IN,0
2150,IN DORIAN,0
2151,DORIAN GAY,0
2152,GAY IS,0
2153,IS CHANGING,0
2154,CHANGING OMG,0
2155,OMG ITS,0
2156,ITS FUCKING,0
2157,FUCKING CHANGING,0
2158,CHANGING OOMFIES,0
2159,OOMFIES BC,0
2160,BC HE,0
2161,HE WAS,0
2162,WAS A,0
2163,A BUTCH,0
2164,BUTCH SYBIL,0
2165,SYBIL YOOOOOOOOO,0
2166,YOOOOOOOOO WHAT,0
2167,WHAT THE,0
2168,THE FUCK,0
2169,FUCK THIS,0
2170,THIS IS,0
2171,IS LITERALLY,0
2172,LITERALLY DORIAN,0
2173,AmunetIves âœThe,0
2174,âœThe only,0
2175,only way,11
2176,way to,11
2177,get rid,11
2178,rid of,11
2179,a temptation,11
2180,temptation is,11
2181,is to,13
2182,to yield,11
2183,yield to,11
2184,to it,0
2185,it Resist,0
2186,Resist it,0
2187,and your,11
2188,your soul,12
2189,soul grows,11
2190,grows sick,11
2191,sick with,11
2192,with longing,11
2193,longing for,11
2194,the thingsâ,0
2195,TheSurrealAri Hallwardâs,0
2196,Hallwardâs picture,0
2197,is considered,2
2198,considered by,2
2199,by many,2
2200,many the,2
2201,the ultimate,2
2202,ultimate achievement,0
2203,achievement yet,0
2204,yet his,2
2205,his protege,2
2206,protege always,2
2207,always thought,2
2208,thought there,2
2209,there wâ,0
2210,the Dorian,0
2211,Gray it,0
2212,it has,2
2213,has faded,1
2214,faded from,1
2215,from my,1
2216,my head,1
2217,head now,0
2218,something inelegant,1
2219,inelegant about,1
2220,about giving,1
2221,giving immortality,1
2222,immortality to,1
2223,someone else,0
2224,The young,0
2225,young artist,1
2226,artist stared,1
2227,stared into,1
2228,into the,2
2229,the mirror,1
2230,mirror and,1
2231,and began,1
2232,began his,1
2233,his self,1
2234,self portrait,0
2235,portrait vss,0
2236,vss SciFanSat,0
2237,âœNowadays people,0
2238,people know,4
2239,know the,4
2240,the price,4
2241,price of,4
2242,of everything,4
2243,everything and,4
2244,the value,4
2245,value of,4
2246,of nothingâ,0
2247,Enjoy Actordirector,0
2248,Actordirector James,0
2249,James Warwicks,0
2250,Warwicks Earphones,0
2251,Earphones Award,0
2252,Award winning,0
2253,winning rendition,1
2254,rendition of,1
2255,of THE,0
2256,THE PICTURE,0
2257,GRAY his,0
2258,his thrilling,1
2259,thrilling reading,1
2260,reading of,1
2261,of Agatha,0
2262,Agatha Christies,0
2263,Christies THE,0
2264,THE MYSTERIOUS,0
2265,MYSTERIOUS AFFAIR,0
2266,AFFAIR AT,0
2267,AT STYLES,0
2268,STYLES and,0
2269,his nuanced,1
2270,nuanced take,1
2271,take on,1
2272,on THE,0
2273,THE GOSPEL,0
2274,GOSPEL ACCORDING,0
2275,ACCORDING TO,0
2276,TO ST,0
2277,ST MARK,0
2278,SHOP httpstcooJpzykBev,0
2279,httpstcooJpzykBev httpstcoGyOOGgo,0
2280,Narrylifer they,0
2281,end pride,0
2282,prejudice the,0
2283,gray the,106
2284,the perks,1
2285,wallflower feet,0
2286,feet apart,0
2287,mediciineva the,1
2288,gray because,1
2289,because i,3
2290,love it,2
2291,moogyoza Kinda,0
2292,Kinda like,0
2293,like The,0
2294,ever since,0
2295,since i,2
2296,literally CAN,0
2297,CAN NOT,0
2298,NOT stop,0
2299,stop thinking,1
2300,thinking about,1
2301,and hyunjins,1
2302,hyunjins skz,1
2303,skz player,1
2304,player gives,1
2305,gives me,1
2306,me such,1
2307,such dorian,1
2308,gray vibes,1
2309,vibes likeâ,0
2310,likeâ literally,0
2311,literally everything,1
2312,everything about,1
2313,it reminds,1
2314,reminds of,1
2315,the book,6
2316,book ðŸ,0
2317,Kinda wan,0
2318,na read,0
2319,altgirl alternativegirl,0
2320,alternativegirl altfashion,0
2321,altfashion redhair,0
2322,redhair httpstcoUdAZyqeE,0
2323,leoninethings Seeing,0
2324,Seeing The,0
2325,Gray just,0
2326,just made,1
2327,me realise,1
2328,realise I,0
2329,I should,0
2330,should be,1
2331,it rnðŸ,0
2332,goodreads My,0
2333,My past,0
2334,past trauma,3
2335,trauma and,3
2336,and mistakes,0
2337,mistakes Oh,0
2338,Oh but,0
2339,but in,3
2340,in terms,3
2341,terms of,3
2342,books I,0
2343,I plan,0
2344,plan to,3
2345,to continue,3
2346,continue reading,3
2347,jadi pengen,0
2348,pengen reread,0
2349,reread the,2
2350,gray httpstcoWQHOJdwJE,0
2351,theiaisos When,0
2352,When we,0
2353,we are,6
2354,are happy,0
2355,are always,2
2356,always good,0
2357,Zucchero Volo,0
2358,just bought,1
2359,bought the,0
2360,gray yay,0
2361,does anyone,0
2362,anyone wan,0
2363,na buddy,0
2364,buddy read,1
2365,with me,1
2366,hmophobia itâs,0
2367,itâs oscar,0
2368,my beloved,0
2369,digitalurn Forever,0
2370,Forever and,0
2371,and ever,0
2372,ever If,0
2373,If he,0
2374,he has,2
2375,has a,3
2376,a soul,1
2377,soul itâs,0
2378,itâs the,0
2379,Acyn Instead,0
2380,Instead of,0
2381,picture getting,1
2382,getting ugly,1
2383,ugly and,4
2384,the president,1
2385,president staying,1
2386,staying young,1
2387,young looking,1
2388,looking itâs,0
2389,itâs reverse,0
2390,reverse Dorian,0
2391,picture is,1
2392,is staying,1
2393,staying good,1
2394,good looking,1
2395,looking and,1
2396,the X,0
2397,X president,0
2398,president is,1
2399,is looking,1
2400,looking ugly,0
2401,lifentroverted Lord,0
2402,Henry Wotten,0
2403,Wotten from,0
2404,While the,0
2405,the words,1
2406,words mean,1
2407,mean different,1
2408,different things,0
2409,things distinguishing,0
2410,distinguishing between,1
2411,between a,1
2412,a tragic,1
2413,tragic event,1
2414,event and,1
2415,a tragedy,1
2416,tragedy is,1
2417,is difficult,1
2418,difficult in,1
2419,in times,1
2420,times when,1
2421,when the,1
2422,the scale,1
2423,scale of,1
2424,of human,1
2425,human loss,1
2426,loss and,1
2427,and human,1
2428,human failure,1
2429,failure boggle,1
2430,boggle the,1
2431,the mind,0
2432,writing httpstcoViUPdXEu,0
2433,sluttypuppy i,0
2434,really like,1
2435,like fiction,1
2436,fiction books,0
2437,books some,0
2438,favorite books,1
2439,books in,1
2440,in general,1
2441,general are,1
2442,are The,0
2443,The Red,0
2444,Red Queen,0
2445,Queen seriesfantasy,0
2446,seriesfantasy The,0
2447,Gray classic,0
2448,classic Salt,0
2449,Salt to,0
2450,the Sea,0
2451,Sea historical,0
2452,historical fiction,0
2453,fiction and,0
2454,and The,0
2455,The Glass,0
2456,Glass Castle,0
2457,Castle memoir,0
2458,Buzzersplace Angela,0
2459,Angela Lansbury,0
2460,Lansbury and,0
2461,and Hurd,0
2462,Hurd Hatfield,0
2463,Hatfield in,0
2464,a publicity,16
2465,publicity shot,16
2466,shot for,16
2467,for The,0
2468,Gray httpstcokfYuihrhK,0
2469,The adaptation,0
2470,adaptation of,2
2471,of The,0
2472,best because,1
2473,because its,0
2474,its the,0
2475,one where,1
2476,the actual,1
2477,actual picture,1
2478,picture doesnt,0
2479,doesnt suck,0
2480,xnarcissismx ââââª,0
2481,ââââª Ù,0
2482,Ù ðððˆðððŽðððð,0
2483,ðððˆðððŽðððð ËË,0
2484,ËË ðððð,0
2485,â I,0
2486,have given,2
2487,given away,1
2488,away my,1
2489,my whole,1
2490,whole soul,1
2491,soul to,1
2492,who treats,1
2493,treats it,1
2494,it as,1
2495,it were,1
2496,a flower,1
2497,flower to,1
2498,to put,1
2499,put inâ,0
2500,prismthighs it,1
2501,it does,1
2502,does look,1
2503,look so,2
2504,so good,1
2505,but also,1
2506,also random,1
2507,random but,1
2508,but is,1
2509,is that,2
2510,gray one,1
2511,my fave,1
2512,fave books,1
2513,books hehe,0
2514,Prompt An,0
2515,An aesthetic,0
2516,aesthetic photoset,1
2517,photoset based,1
2518,based on,3
2519,on The,0
2520,gray which,1
2521,which i,1
2522,i dont,1
2523,dont really,1
2524,read vs,1
2525,vs my,1
2526,fav fanfic,1
2527,fanfic pls,0
2528,pls httpstcogeIfrCBFs,0
2529,Somewhere your,0
2530,your portrait,1
2531,portrait growing,1
2532,growing monstrously,1
2533,monstrously hideous,0
2534,hideous You,0
2535,You canât,0
2536,canât hide,0
2537,hide who,1
2538,who you,1
2539,are for,1
2540,for much,1
2541,much longer,0
2542,longer Youâve,0
2543,Youâve already,0
2544,already been,1
2545,been exposed,1
2546,exposed and,1
2547,will snatch,1
2548,snatch the,1
2549,the veil,1
2550,veil off,1
2551,off The,0
2552,im bored,0
2553,bored im,1
2554,im gon,0
2555,gray bye,0
2556,keeohB Reading,0
2557,Reading I,0
2558,recommend The,0
2559,BarackObama My,0
2560,My next,0
2561,next book,1
2562,book club,1
2563,club meeting,1
2564,meeting is,1
2565,is in,34
2566,in person,0
2567,person not,0
2568,not via,1
2569,via Zoom,0
2570,Zoom and,0
2571,that will,1
2572,will be,2
2573,be enjoyable,0
2574,its a,1
2575,a Victorian,0
2576,Victorian book,0
2577,stephanfleet The,0
2578,The books,0
2579,books that,19
2580,world calls,11
2581,calls immoral,9
2582,immoral are,9
2583,are books,9
2584,that show,9
2585,show the,10
2586,world its,9
2587,its own,9
2588,own shameâ,0
2589,Wilde in,0
2590,ve Oscar,0
2591,Gray httpstcoSQVneXn,0
2592,âœTo get,0
2593,get back,1
2594,back ones,0
2595,ones youth,0
2596,youth one,1
2597,one has,2
2598,has merely,1
2599,merely to,1
2600,to repeat,1
2601,repeat ones,0
2602,ones folliesâ,0
2603,folliesâ Oscar,0
2604,New books,0
2605,books from,1
2606,WaterstonesNG ðŸœ,0
2607,ðŸœ The,0
2608,The Ten,0
2609,Ten Thousand,0
2610,Thousand Doors,0
2611,Doors of,0
2612,of January,0
2613,January â,0
2614,â Brave,0
2615,Brave New,0
2616,New World,0
2617,World â,0
2618,â Shadow,0
2619,Shadow and,0
2620,and Bone,0
2621,Bone â,0
2622,Jar â,0
2623,Gray â,0
2624,The Invisible,0
2625,Invisible Life,0
2626,Life of,0
2627,of Addie,0
2628,Addie LaRue,0
2629,LaRue httpstcoSMlpStdpu,0
2630,working on,2
2631,on converting,1
2632,converting over,1
2633,over Oscar,0
2634,Wildes The,0
2635,to an,1
2636,an Epub,0
2637,Epub for,0
2638,my class,1
2639,class httpstconJTkOH,0
2640,melocean wuthering,0
2641,wuthering heights,2
2642,heights von,1
2643,von emily,1
2644,emily brontÃ,0
2645,brontÃ the,0
2646,gray von,1
2647,von oscar,1
2648,wilde amp,0
2649,amp hamlet,0
2650,hamlet von,1
2651,von shakespeare,1
2652,shakespeare ðŸ,0
2653,Alfonzowords âœ,0
2654,âœ You,0
2655,me I,0
2656,all the,17
2657,the sins,12
2658,sins you,12
2659,you never,12
2660,never had,11
2661,had the,11
2662,the courage,12
2663,courage to,12
2664,to commitâ,0
2665,Wilde Thâ,0
2666,WritingCommunity Writerslift,0
2667,Writerslift httpstcoLQsrYDabNJ,0
2668,rl oh,0
2669,oh is,0
2670,it too,1
2671,much to,1
2672,to say,3
2673,say that,2
2674,are kindred,1
2675,kindred spirits,0
2676,spirits for,0
2677,for Oscar,0
2678,Wildes works,0
2679,works always,1
2680,always tug,1
2681,tug at,1
2682,at my,2
2683,my heartstrings,1
2684,heartstrings as,1
2685,as well,1
2686,well I,0
2687,I dare,0
2688,dare to,1
2689,that The,0
2690,Gray may,0
2691,may be,2
2692,be my,1
2693,my most,1
2694,most favorite,1
2695,favorite novel,1
2696,novel ever,0
2697,ever I,0
2698,I mean,0
2699,mean isnt,0
2700,isnt I,0
2701,was dominated,1
2702,dominated soul,0
2703,soul brain,0
2704,brain and,0
2705,and power,1
2706,power by,1
2707,by you,0
2708,you or,0
2709,or cont,0
2710,FrankKane It,0
2711,It would,0
2712,would end,1
2713,end up,1
2714,up like,1
2715,Gray nice,0
2716,nice pup,1
2717,pup and,1
2718,and then,2
2719,then turns,1
2720,turns into,1
2721,into an,1
2722,an evil,1
2723,evil monsterðŸðŸª,0
2724,M verdict,0
2725,verdict reversed,1
2726,reversed after,1
2727,after lawyer,1
2728,lawyer calls,1
2729,calls makers,1
2730,makers of,1
2731,of tobacco,1
2732,tobacco soulless,0
2733,soulless enterprise,0
2734,enterprise of,1
2735,of death,0
2736,death The,0
2737,The improper,0
2738,improper argument,1
2739,argument included,1
2740,included references,1
2741,references to,1
2742,to George,0
2743,George Orwellâs,0
2744,Orwellâs dystopian,0
2745,dystopian novel,1
2746,novel and,1
2747,Wildeâs book,0
2748,book The,0
2749,httpstcoFIkCEKNVc via,0
2750,RMSolitayre this,0
2751,is basically,1
2752,basically The,0
2753,but Pauline,0
2754,Pauline is,0
2755,is out,1
2756,out partying,1
2757,partying and,1
2758,and drinking,1
2759,drinking and,1
2760,and fucking,1
2761,fucking ladies,0
2762,ladies and,0
2763,and Donkey,0
2764,Donkey Kongs,0
2765,Kongs in,0
2766,attic under,1
2767,under a,1
2768,a sheet,0
2769,munfess The,0
2770,Wilde Those,0
2771,Those two,0
2772,two are,1
2773,are definitely,1
2774,definitely the,1
2775,the toptier,0
2776,toptier when,0
2777,when it,1
2778,it comes,1
2779,comes to,1
2780,to making,1
2781,making my,1
2782,my mien,1
2783,mien softly,1
2784,softly melts,1
2785,melts into,1
2786,the reminiscent,1
2787,reminiscent of,1
2788,of an,1
2789,an old,1
2790,old love,1
2791,love story,0
2792,story the,0
2793,the vintage,1
2794,vintage rendezvous,1
2795,rendezvous that,1
2796,that once,1
2797,once was,1
2798,was happening,1
2799,happening in,1
2800,a certain,1
2801,certain place,0
2802,place â,0
2803,Wilde httpstcoObjThHdb,0
2804,gray taught,1
2805,taught me,1
2806,me that,1
2807,that having,1
2808,having a,1
2809,a black,1
2810,black an,1
2811,an white,1
2812,white film,1
2813,film show,1
2814,show a,1
2815,a few,1
2816,few well,1
2817,well timed,1
2818,timed moments,1
2819,moments of,1
2820,of color,1
2821,color makes,1
2822,a more,1
2823,more effective,1
2824,effective jumpscare,1
2825,jumpscare than,1
2826,than of,1
2827,of contemporary,1
2828,contemporary horror,1
2829,horror movies,0
2830,leafmnt not,1
2831,not sure,2
2832,sure if,1
2833,u are,2
2834,are into,1
2835,classics but,1
2836,but recently,1
2837,recently i,1
2838,and itâs,0
2839,itâs phenomenal,0
2840,phenomenal for,1
2841,me at,1
2842,at least,1
2843,darkmacademia The,0
2844,Gray original,0
2845,original manuscript,2
2846,manuscript hand,2
2847,hand written,2
2848,written by,2
2849,Wilde httpstcovhyXPxqVA,0
2850,catclawtheatre The,0
2851,its your,0
2852,your car,0
2853,âœthere is,0
2854,a luxury,1
2855,luxury in,1
2856,in selfreproach,0
2857,selfreproach when,0
2858,when we,3
2859,we blame,1
2860,blame ourselves,1
2861,ourselves we,1
2862,feel that,1
2863,that no,1
2864,no one,2
2865,one else,1
2866,else has,1
2867,a right,1
2868,right to,1
2869,to blame,1
2870,blame us,0
2871,us it,0
2872,the confession,0
2873,confession not,0
2874,not the,1
2875,the priest,0
2876,priest that,0
2877,that gives,1
2878,gives us,1
2879,us absolutionâ,0
2880,pls never,0
2881,never let,1
2882,let a,1
2883,man read,1
2884,Gray he,0
2885,he will,1
2886,will read,1
2887,read this,2
2888,this and,2
2889,and it,2
2890,it will,2
