,words,repeated
3836,between systems,0
3837,systems across,0
3838,across the,2
3839,the network,0
3840,network The,0
3841,Among this,0
3842,this series,0
3843,series the,1
3844,the protagonists,1
3845,protagonists are,1
3846,are going,1
3847,to bring,5
3848,bring back,1
3849,back the,2
3850,Art Fight,0
3851,Fight tradition,0
3852,tradition that,1
3853,that it,5
3854,was before,0
3855,before at,0
3856,same time,1
3857,time learning,0
3858,learning making,0
3859,making new,1
3860,new friends,0
3861,friends meeting,0
3862,meeting new,1
3863,new foes,0
3864,foes and,0
3865,and many,1
3866,many more,1
3867,more The,0
3868,The most,0
3869,most important,1
3870,important question,1
3871,question is,2
3872,is if,1
3873,if is,1
3874,is going,3
3875,be an,2
3876,an end,2
3877,end of,7
3878,of this,15
3879,this war,0
3880,war Who,0
3881,Who is,0
3882,Fight used,0
3883,used to,3
3884,be with,1
3885,with teams,1
3886,teams just,1
3887,like today,0
3888,today but,0
3889,a friendly,2
3890,friendly competition,0
3891,competition not,0
3892,war That,0
3893,That changed,0
3894,changed after,1
3895,Fight from,0
3896,from where,1
3897,where Team,0
3898,Team Nightmare,0
3899,Nightmare won,0
3900,won One,0
3901,One of,0
3902,the members,1
3903,members of,1
3904,of that,3
3905,that team,1
3906,team made,1
3907,a forbidden,2
3908,forbidden spell,1
3909,spell and,1
3910,and corrupted,1
3911,corrupted everyone,1
3912,everyone from,1
3913,from that,1
3914,that land,1
3915,the land,1
3916,land where,1
3917,where it,1
3918,it happens,1
3919,Fight characters,0
3920,characters got,1
3921,got into,1
3922,into a,1
3923,a sort,1
3924,sort of,1
3925,and they,4
3926,they got,2
3927,got split,1
3928,split into,1
3929,into two,1
3930,two teams,1
3931,teams Steampunk,0
3932,Steampunk and,0
3933,and Cyberpunk,0
3934,The teams,0
3935,teams have,1
3936,to collect,1
3937,collect shards,1
3938,shards of,1
3939,a crystal,0
3940,crystal which,0
3941,which have,1
3942,be brought,1
3943,brought to,1
3944,Art Temple,0
3945,War horse,0
3946,horse Buy,0
3947,at httpstcovWsUbXcm,0
3948,httpstcovWsUbXcm httpstcowIhHRsuxW,0
3949,I hate,0
3950,hate tattoos,0
3951,tattoos Not,0
3952,Not yours,0
3953,yours specifically,0
3954,specifically not,0
3955,not any,0
3956,any specifically,0
3957,specifically I,0
3958,I just,0
3959,just dont,0
3960,dont get,0
3961,get it,1
3962,it It,0
3963,It used,0
3964,be the,10
3965,the act,2
3966,act of,4
3967,a rebel,0
3968,rebel or,0
3969,or a,5
3970,a criminal,0
3971,criminal or,0
3972,war vet,2
3973,vet showing,1
3974,showing homage,0
3975,homage Now,0
3976,Now its,0
3977,on everyone,0
3978,everyone usually,0
3979,usually for,1
3980,for no,2
3981,no reason,1
3982,reason other,1
3983,than art,0
3984,art intelligent,0
3985,intelligent debate,1
3986,debate requested,0
3987,Looks like,0
3988,like we,1
3989,we have,6
3990,have another,1
3991,another failed,1
3992,failed artist,1
3993,artist in,1
3994,the Satan,0
3995,Satan garbed,0
3996,garbed person,1
3997,person of,2
3998,of Hunter,0
3999,Hunter B,0
4000,B Hitler,0
4001,Hitler had,0
4002,had his,1
4003,his amateurish,1
4004,amateurish art,0
4005,art Now,0
4006,Now here,0
4007,here comes,1
4008,comes the,1
4009,the woman,1
4010,woman molesting,0
4011,molesting CCP,0
4012,CCP bought,0
4013,bought scion,0
4014,scion of,1
4015,the Biden,0
4016,Biden war,0
4017,war crime,4
4018,crime family,1
4019,family with,1
4020,with his,1
4021,his childish,1
4022,childish canvas,1
4023,canvas drivel,0
4024,drivel PM,0
4025,PM Socks,0
4026,Socks is,0
4027,is artless,1
4028,artless drivel,1
4029,drivel too,0
4030,Blaze Bar,0
4031,Bar Art,0
4032,War the,0
4033,rest ðŸš,0
4034,only book,1
4035,book Worth,0
4036,Worth the,0
4037,the paper,3
4038,paper its,0
4039,its written,0
4040,written on,1
4041,on here,0
4042,here the,0
4043,rest is,1
4044,is just,2
4045,just wasting,1
4046,wasting trÃes,0
4047,trÃes httpstcocmJTtJGMYo,0
4048,Samuel Griffith,0
4049,Griffith was,0
4050,a China,0
4051,China Marine,0
4052,Marine stationed,0
4053,stationed in,1
4054,in China,0
4055,China in,0
4056,the s,0
4057,s where,0
4058,where he,1
4059,he learned,1
4060,learned Chinese,0
4061,He won,0
4062,won the,4
4063,the Navy,0
4064,Navy Cross,0
4065,Cross and,0
4066,and Purple,0
4067,Purple Heart,0
4068,Heart on,0
4069,on Guadalcanal,0
4070,After the,0
4071,war he,1
4072,he produced,1
4073,produced one,1
4074,the firstand,0
4075,firstand for,0
4076,for me,2
4077,me the,2
4078,the besttranslations,0
4079,besttranslations of,0
4080,of Sun,0
4081,Tzus Art,0
4082,snakeeatersunday httpstcoYYEL,0
4083,inene ðŸ,0
4084,ðŸ the,0
4085,war put,1
4086,put me,1
4087,me to,2
4088,to sleep,1
4089,sleep pages,1
4090,pages in,0
4091,in animal,1
4092,animal farm,3
4093,farm slaps,1
4094,slaps dou,0
4095,dou httpstconINdLAQcu,0
4096,who LAUGHS,0
4097,LAUGHS first,0
4098,first laughs,1
4099,laughs last,1
4100,subdue enemy,1
4101,I fink,0
4102,fink the,1
4103,the Italians,0
4104,Italians will,0
4105,will win,17
4106,Its a,0
4107,a game,1
4108,game of,1
4109,of two,2
4110,two halves,0
4111,Italys turn,0
4112,turn now,0
4113,CaoYiMFA Well,0
4114,Well fully,0
4115,fully agree,0
4116,Although i,0
4117,have never,1
4118,never heard,1
4119,heard about,1
4120,a Chinese,0
4121,Chinese ir,0
4122,ir theory,0
4123,theory Or,0
4124,Or communication,0
4125,communication policy,0
4126,policy But,0
4127,But good,0
4128,good start,0
4129,start The,0
4130,only boot,1
4131,boot i,1
4132,i read,6
4133,read in,1
4134,in policy,1
4135,policy is,1
4136,is sun,3
4137,sun tsu,2
4138,tsu art,1
4139,dexeve Amazon,0
4140,Amazon keeps,0
4141,keeps recommending,1
4142,recommending The,0
4143,canât make,0
4144,make it,3
4145,it stop,0
4146,my special,1
4147,special interests,1
4148,interests when,1
4149,when i,4
4150,i was,10
4151,was in,3
4152,in th,0
4153,th grade,0
4154,grade was,1
4155,was abraham,1
4156,abraham lincoln,0
4157,lincoln i,0
4158,i ended,1
4159,ended up,2
4160,up doing,1
4161,doing two,1
4162,two extra,1
4163,extra credit,1
4164,credit projects,1
4165,and i,22
4166,i went,2
4167,went above,1
4168,above and,1
4169,and beyond,1
4170,beyond with,1
4171,with it,1
4172,it i,0
4173,i actually,1
4174,actually still,1
4175,still have,1
4176,the photo,2
4177,photo album,1
4178,album of,1
4179,a civil,4
4180,civil war,14
4181,war reenactment,1
4182,reenactment i,1
4183,went to,3
4184,to amp,0
4185,amp this,0
4186,this little,1
4187,little bust,1
4188,bust i,1
4189,i made,3
4190,made in,1
4191,in art,8
4192,art class,1
4193,class of,1
4194,of lincoln,0
4195,This Is,0
4196,Is The,0
4197,Sinister War,0
4198,is about,4
4199,about to,4
4200,to kick,3
4201,kick off,3
4202,off Heading,0
4203,Heading to,0
4204,the end,9
4205,nickspencers run,0
4206,run ampthere,0
4207,ampthere is,0
4208,lot to,3
4209,to resolve,3
4210,resolve SO,0
4211,SO expect,0
4212,expect a,3
4213,lot of,10
4214,of action,3
4215,action amp,0
4216,amp story,0
4217,FedeViceArt gives,0
4218,some dynamic,3
4219,dynamic art,3
4220,this classic,4
4221,classic Spidey,0
4222,Spidey villains,0
4223,villains More,0
4224,More spoilerfree,0
4225,spoilerfree thoughts,0
4226,thoughts gt,0
4227,gt httpstcoUnsnkKrG,0
4228,httpstcoUnsnkKrG httpstcoiIgwlWoBnc,0
4229,JoetalksHipHop also,0
4230,also Art,0
4231,and Pride,0
4232,Pride is,0
4233,the devil,0
4234,mikanarus war,1
4235,war flashbacks,1
4236,flashbacks whenever,1
4237,see any,1
4238,the enstars,1
4239,enstars siblingsfamily,0
4240,siblingsfamily art,0
4241,art esp,0
4242,esp tsukasa,1
4243,tsukasa and,1
4244,and kohaku,1
4245,kohaku since,1
4246,since ppl,1
4247,ppl forget,1
4248,forget theyâre,0
4249,theyâre cousins,0
4250,needhistory Sun,0
4251,Sun Tsz,0
4252,Tsz not,0
4253,to forget,1
4254,forget Chapter,0
4255,still in,1
4256,in use,1
4257,use today,0
4258,warstudies Also,0
4259,Also houses,0
4260,houses the,1
4261,the The,0
4262,The Courtauld,0
4263,Courtauld art,0
4264,art university,1
4265,university which,1
4266,which has,2
4267,has an,2
4268,an awesome,1
4269,awesome underground,1
4270,underground library,0
4271,library Though,0
4272,Though the,0
4273,the War,0
4274,War Studies,0
4275,Studies department,0
4276,department is,1
4277,is in,11
4278,the Kings,0
4279,Kings building,0
4280,building instead,1
4281,instead of,6
4282,of Somerset,0
4283,Somerset House,0
4284,BodegaOtaku Thank,0
4285,you I,0
4286,and rich,1
4287,rich man,1
4288,man poor,1
4289,poor man,0
4290,man Will,0
4291,Will definitely,0
4292,definitely check,1
4293,check out,3
4294,out the,3
4295,the others,1
4296,others â,0
4297,Sweetdee Check,0
4298,Check these,0
4299,these if,1
4300,you havent,0
4301,Rich Dad,0
4302,Dad Poor,0
4303,Poor Dad,0
4304,The Richest,0
4305,Richest Man,0
4306,Man in,0
4307,in Babylon,0
4308,The Millionaire,0
4309,Millionaire Next,0
4310,Next Door,0
4311,Secrets of,0
4312,the Millionaire,0
4313,Millionaire Mind,0
4314,Think and,0
4315,and Grow,0
4316,Grow Rich,0
4317,The Hour,0
4318,Hour Work,0
4319,Work Week,0
4320,LIVE ðŸªã,0
4321,ðŸªã Virtual,0
4322,Virtual MananangGalãBOY,0
4323,MananangGalãBOY ENTAG,0
4324,Continuing God,0
4325,War PS,0
4326,PS and,0
4327,then Art,0
4328,Art Collab,0
4329,Collab x,0
4330,x Bad,0
4331,Bad Advice,0
4332,Advice Session,0
4333,Session with,0
4334,ProfessorBic at,0
4335,at PM,0
4336,PM PST,0
4337,Ask us,0
4338,us anything,1
4339,anything at,0
4340,at httpstcoRlLTuukbU,0
4341,Watch the,0
4342,the stream,1
4343,stream live,1
4344,live at,0
4345,at httpstcoLZyBlGBM,0
4346,httpstcoLZyBlGBM httpstcoknZJgXbyf,0
4347,Tommy looks,0
4348,looks like,4
4349,a salad,1
4350,salad that,1
4351,was thrown,1
4352,thrown into,1
4353,the sewer,1
4354,sewer and,1
4355,and has,1
4356,has been,8
4357,been fermenting,1
4358,fermenting down,1
4359,down there,1
4360,there since,1
4361,since the,1
4362,war was,6
4363,was written,0
4364,list book,0
4365,book online,2
4366,online new,2
4367,new all,2
4368,all book,2
4369,book fre,2
4370,fre The,0
4371,A depiction,0
4372,depiction of,3
4373,of Dong,0
4374,Dong Cunrui,0
4375,Cunrui who,0
4376,who sacrificed,0
4377,sacrificed his,1
4378,own life,1
4379,life in,1
4380,in during,1
4381,the Chinese,0
4382,Chinese Civil,0
4383,War while,0
4384,while detonating,1
4385,detonating explosives,1
4386,explosives in,1
4387,enemy bunker,0
4388,bunker poster,0
4389,poster art,1
4390,art httpstcoLcbZnQE,0
4391,He may,0
4392,may play,1
4393,play the,6
4394,the Jack,0
4395,Jack of,0
4396,of diamonds,0
4397,diamonds he,0
4398,may lay,1
4399,lay the,1
4400,the Queen,0
4401,Queen of,0
4402,of spades,0
4403,may conceal,1
4404,conceal a,1
4405,a King,0
4406,King in,0
4407,in his,8
4408,his hand,0
4409,know that,7
4410,that the,19
4411,the spades,2
4412,spades are,2
4413,the swords,2
4414,swords of,2
4415,a soldier,1
4416,the clubs,2
4417,clubs are,2
4418,are weapons,2
4419,weapons of,3
4420,that diamonds,2
4421,diamonds mean,1
4422,mean money,1
4423,money for,1
4424,for this,4
4425,this art,4
4426,sempervincit The,0
4427,The fact,0
4428,fact is,1
4429,is we,1
4430,have studied,1
4431,studied the,4
4432,the Americans,0
4433,Americans in,0
4434,in Syria,0
4435,Syria Iraq,0
4436,and Afghan,0
4437,Afghan They,0
4438,They have,0
4439,have not,1
4440,not studied,1
4441,studied us,1
4442,us at,1
4443,at all,4
4444,âœIf you,0
4445,yourself your,0
4446,your victory,1
4447,victory will,1
4448,will not,5
4449,not stand,1
4450,stand in,1
4451,in doubtâ,0
4452,doubtâ â,0
4453,s diplomacy,0
4454,sempervincit âœHe,0
4455,âœHe will,0
4456,win who,2
4457,who knows,3
4458,knows when,2
4459,when to,6
4460,to fight,9
4461,fight and,5
4462,when not,3
4463,to fightââ,0
4464,fightââ Sun,0
4465,JustADriver You,0
4466,that Tzu,0
4467,Tzu Sun,0
4468,Sun never,0
4469,never said,1
4470,said that,3
4471,that anywhere,1
4472,anywhere in,1
4473,âœA prince,0
4474,prince ought,1
4475,ought to,2
4476,to dedicate,1
4477,dedicate himself,1
4478,himself to,2
4479,to no,2
4480,no other,1
4481,other art,1
4482,art nor,0
4483,nor study,1
4484,study anything,1
4485,anything other,1
4486,than war,1
4487,with its,1
4488,its rules,1
4489,rules and,1
4490,and discipline,0
4491,discipline This,0
4492,the sole,1
4493,sole art,1
4494,that is,9
4495,is expected,1
4496,expected of,1
4497,of rulers,0
4498,Niccolo Machiavelli,0
4499,Xitler must,0
4500,be reading,1
4501,reading this,3
4502,this only,0
4503,danielmarven The,0
4504,war sun,3
4505,sun tzu,31
4506,ZubyMusic When,0
4507,When you,0
4508,are strong,1
4509,strong appear,0
4510,appear weak,1
4511,weak and,0
4512,are weak,2
4513,weak appear,0
4514,appear strong,0
4515,dont believe,0
4516,believe they,1
4517,are stronger,0
4518,stronger They,0
4519,They dont,0
4520,dont have,0
4521,have faith,0
4522,WIQChat A,0
4523,A A,0
4524,A room,0
4525,room full,1
4526,full of,2
4527,of s,0
4528,s English,0
4529,English socialites,0
4530,socialites in,1
4531,in smudgy,1
4532,smudgy yellows,1
4533,yellows and,1
4534,and greens,0
4535,greens gossiping,0
4536,gossiping over,1
4537,over drinks,0
4538,drinks Art,0
4539,Art nouveau,0
4540,nouveau meets,1
4541,meets AngloSaxon,0
4542,AngloSaxon design,0
4543,Two figures,0
4544,figures on,1
4545,the outskirts,0
4546,And dark,0
4547,dark clouds,1
4548,clouds of,1
4549,of approaching,1
4550,approaching war,1
4551,war on,12
4552,the horizon,1
4553,horizon fun,0
4554,fun fact,0
4555,fact a,0
4556,a potential,2
4557,potential title,1
4558,title was,1
4559,was DARK,0
4560,DARK LOOMS,0
4561,LOOMS THE,0
4562,THE HORIZON,0
4563,HORIZON httpstconPqeYWbF,0
4564,thehill and,1
4565,and conservatives,1
4566,conservatives watch,1
4567,watch Bidens,0
4568,Bidens every,0
4569,word to,1
4570,to feed,1
4571,feed their,1
4572,their conspiracy,1
4573,conspiracy theory,1
4574,theory that,1
4575,he has,3
4576,has dementia,0
4577,the health,0
4578,health of,1
4579,the leader,1
4580,is always,2
4581,always a,1
4582,a chip,1
4583,chip in,1
4584,the propaganda,1
4585,propaganda war,0
4586,war However,0
4587,However an,0
4588,an art,6
4589,art sale,1
4590,sale by,1
4591,by a,4
4592,a private,1
4593,private citizen,1
4594,citizen related,1
4595,the President,0
4596,President is,0
4597,âœThe critic,0
4598,critic hates,1
4599,hates most,1
4600,most that,1
4601,that which,3
4602,which he,1
4603,he would,3
4604,have done,2
4605,done himself,1
4606,himself if,2
4607,if he,7
4608,he had,1
4609,had had,1
4610,had the,2
4611,the gutsâ,0
4612,â Steven,0
4613,Pressfield The,0
4614,quotesoftheday book,0
4615,book bookquotes,0
4616,Good Luck,0
4617,Luck EnglandTeam,0
4618,âœKnow the,0
4619,enemy know,1
4620,and victory,1
4621,victory is,3
4622,never in,1
4623,in doubt,0
4624,doubt not,0
4625,not in,2
4626,hundred battlesâ,0
4627,ENG England,0
4628,England EURO,0
4629,httpstcoAFullofVl httpstcoZqdZswo,0
4630,PullBucky The,0
4631,next one,1
4632,one they,1
4633,they should,2
4634,should do,2
4635,do should,2
4636,be a,11
4637,a more,2
4638,more obscure,1
4639,obscure one,1
4640,one deserving,1
4641,deserving of,1
4642,a bigger,1
4643,bigger stage,1
4644,stage a,1
4645,a la,1
4646,la Episode,0
4647,Episode Medicine,0
4648,Medicine Cake,0
4649,Cake Waste,0
4650,Waste of,0
4651,of Skin,0
4652,Skin The,0
4653,Art etc,0
4654,etc etc,0
4655,Also I,0
4656,I and,0
4657,I can,0
4658,not stress,0
4659,stress this,1
4660,this enough,0
4661,enough should,0
4662,should write,1
4663,write it,0
4664,War Map,0
4665,Map of,0
4666,of Europe,0
4667,Europe As,0
4668,As seen,0
4669,seen through,0
4670,through Buy,0
4671,at httpstcobcxEALlIPL,0
4672,httpstcobcxEALlIPL httpstcoFfaFuMqNAD,0
4673,I swear,0
4674,swear niggas,1
4675,niggas feel,1
4676,feel like,2
4677,like theyre,0
4678,theyre Michael,0
4679,Michael Corleone,0
4680,Corleone taking,0
4681,taking out,1
4682,the bosses,1
4683,bosses of,1
4684,of families,1
4685,families after,1
4686,after reading,1
4687,the page,1
4688,page of,1
4689,War httpstcoXMUDulLh,0
4690,Baseball bats,0
4691,bats and,1
4692,and furniture,1
4693,furniture sections,1
4694,sections with,1
4695,with things,1
4696,things like,1
4697,like stools,1
4698,stools are,1
4699,are a,2
4700,a consolation,1
4701,consolation to,1
4702,to Me,0
4703,Me in,0
4704,in this,6
4705,this regard,1
4706,regard as,1
4707,as well,3
4708,well as,3
4709,as mini,1
4710,mini vacuum,1
4711,vacuum cleaner,1
4712,cleaner displays,1
4713,displays and,1
4714,the like,0
4715,like Clothing,0
4716,Clothing racks,0
4717,racks dismantle,1
4718,dismantle for,1
4719,for rods,0
4720,be Defended,0
4721,Defended before,0
4722,before Battle,0
4723,Battle beings,0
4724,In changing,0
4725,changing where,1
4726,where the,1
4727,the frontline,1
4728,frontline is,0
4729,is I,0
4730,can study,1
4731,study my,1
4732,my adversary,2
4733,adversary in,2
4734,a controlled,2
4735,controlled manner,0
4736,manner In,0
4737,In studying,0
4738,studying my,1
4739,manner I,0
4740,can understand,1
4741,understand their,1
4742,war By,0
4743,By understanding,0
4744,understanding their,1
4745,art I,0
4746,know they,2
4747,they will,4
4748,will approach,1
4749,approach my,1
4750,my region,1
4751,region of,1
4752,the board,0
4753,magijay The,0
4754,The political,0
4755,political media,1
4756,media spent,1
4757,spent years,1
4758,years heralding,1
4759,heralding war,1
4760,criminal George,0
4761,George W,0
4762,W Bushs,0
4763,Bushs thirdgrade,0
4764,thirdgrade art,0
4765,art as,2
4766,as proof,1
4767,his compassion,1
4768,compassion and,1
4769,and contrition,0
4770,contrition and,0
4771,and now,2
4772,now Hunter,0
4773,Hunter Bidens,0
4774,Bidens art,0
4775,art somehow,1
4776,somehow makes,1
4777,makes him,1
4778,him public,1
4779,public enemy,1
4780,enemy number,1
4781,number one,0
4782,DyrtyBlonde My,0
4783,My favorite,0
4784,favorite book,3
4785,book is,2
4786,war one,1
4787,best advice,1
4788,advice for,1
4789,for all,3
4790,all paths,1
4791,paths of,1
4792,âœBecause I,0
4793,am greedy,1
4794,greedy for,1
4795,the sight,1
4796,sight of,1
4797,you Because,0
4798,the prospect,1
4799,prospect of,1
4800,of facing,1
4801,facing this,1
4802,war this,1
4803,this loss,0
4804,loss without,0
4805,without you,1
4806,you fills,1
4807,fills me,1
4808,me with,1
4809,with fear,0
4810,fear Because,0
4811,Because I,0
4812,I find,0
4813,find I,0
4814,donât want,0
4815,fight for,1
4816,for a,5
4817,a future,2
4818,future if,1
4819,if I,0
4820,canât find,0
4821,find a,1
4822,a way,5
4823,make a,2
4824,future with,1
4825,with youâ,0
4826,by allarica,1
4827,allarica httpstcoXq,0
4828,War Art,0
4829,of Paul,0
4830,Paul Nash,0
4831,Nash â,0
4832,â â,0
4833,â The,0
4834,The Public,0
4835,Public Domain,0
4836,Domain Review,0
4837,Review httpstcoNSPFWoVG,0
4838,MountainsErick A,0
4839,A lot,0
4840,lot people,1
4841,people need,1
4842,read some,1
4843,some The,0
4844,and it,3
4845,it shows,0
4846,ChrisReive Its,0
4847,Its MMA,0
4848,MMA lol,0
4849,lol every,1
4850,every fighter,1
4851,fighter are,1
4852,are saying,1
4853,saying the,1
4854,same thingthey,0
4855,thingthey want,0
4856,to provide,1
4857,provide a,1
4858,and a,9
4859,good bout,1
4860,bout for,1
4861,the fans,1
4862,fans Yes,0
4863,Yes its,0
4864,its art,1
4865,art but,0
4866,but its,0
4867,its the,6
4868,of destruction,0
4869,destruction It,0
4870,It goes,0
4871,goes back,1
4872,to Gladiators,0
4873,Gladiators We,0
4874,We want,0
4875,want violence,0
4876,violence people,0
4877,people love,1
4878,love violence,0
4879,Totes Meer,0
4880,Meer Dead,0
4881,Dead Sea,0
4882,Sea by,0
4883,by English,0
4884,English artist,0
4885,artist Paul,0
4886,Nash who,0
4887,who died,1
4888,died onthisday,0
4889,onthisday in,0
4890,See more,0
4891,his art,2
4892,art depicting,1
4893,depicting both,1
4894,both the,2
4895,the First,0
4896,First and,0
4897,and Second,0
4898,Second World,0
4899,War here,0
4900,here httpstcoZUphgLZJ,0
4901,httpstcoZUphgLZJ OTD,0
4902,OTD httpstcotiYeTLTOO,0
4903,war httpstcofQUEOKPg,0
4904,babaOmoloro Ive,0
4905,Ive read,0
4906,the alchemist,1
4907,Just downloaded,0
4908,downloaded Richest,0
4909,Richest man,0
4910,man in,6
4911,in babylon,4
4912,And am,0
4913,am currently,2
4914,currently reading,2
4915,reading Art,0
4916,flowahh Came,0
4917,Came here,0
4918,here for,2
4919,this and,2
4920,jensstoltenberg NATOs,0
4921,NATOs mission,0
4922,mission should,1
4923,should always,1
4924,always ensure,1
4925,ensure the,1
4926,of these,4
4927,these countries,1
4928,countries in,1
4929,every international,1
4930,international arena,1
4931,arena by,1
4932,by making,1
4933,making investments,1
4934,investments in,1
4935,in education,0
4936,education art,0
4937,and culture,1
4938,culture for,1
4939,the BALKANS,0
4940,BALKANS and,0
4941,and CENTRAL,0
4942,CENTRAL ASIA,0
4943,ASIA countries,0
4944,countries as,1
4945,as war,2
4946,war preparation,1
4947,preparation strategies,0
4948,strategies NATO,0
4949,NATO has,0
4950,has the,3
4951,the equipment,1
4952,equipment and,1
4953,and capability,1
4954,capability to,1
4955,do this,1
4956,How should,0
4957,should the,2
4958,the United,0
4959,United States,0
4960,States respond,0
4961,respond to,2
4962,to todayâs,0
4963,todayâs security,0
4964,security crises,0
4965,MichaelEOHanlon explains,0
4966,explains in,2
4967,his new,2
4968,new book,0
4969,an Age,0
4970,Age of,0
4971,of Peace,0
4972,Peace US,0
4973,US Grand,0
4974,Strategy and,0
4975,and Resolute,0
4976,Resolute Restraint,0
4977,Restraint httpstcobOcdJmY,0
4978,httpstcobOcdJmY httpstcoMOSuSYndF,0
4979,GayeStepdad The,0
4980,The line,0
4981,line of,5
4982,art criticism,1
4983,criticism that,1
4984,that this,2
4985,this f,1
4986,f slur,1
4987,slur is,1
4988,is using,1
4989,using was,1
4990,was something,2
4991,something that,1
4992,was pushed,1
4993,pushed by,1
4994,the CIA,0
4995,CIA during,0
4996,the Cold,0
4997,Cold War,0
4998,War through,0
4999,through various,1
5000,various fronts,1
5001,fronts such,1
5002,such as,3
5003,the partisan,1
5004,partisan review,1
5005,review and,1
5006,the Iowa,0
5007,Iowa writers,0
5008,writers workshop,0
5009,LawrenceSellin If,0
5010,If this,0
5011,this real,1
5012,real man,1
5013,man sacrifices,1
5014,sacrifices for,1
5015,his family,1
5016,family how,0
5017,how can,5
5018,can he,1
5019,he ensure,1
5020,ensure that,1
5021,that his,2
5022,family can,2
5023,can survive,1
5024,survive and,1
5025,and not,2
5026,be killed,0
5027,killed The,0
5028,The brute,0
5029,brute courage,1
5030,courage is,1
5031,not as,1
5032,as good,1
5033,good as,1
5034,as Besiege,0
5035,Besiege Wei,0
5036,Wei to,0
5037,to Rescue,0
5038,Rescue Zhao,0
5039,Zhao I,0
5040,I suggest,0
5041,suggest you,1
5042,you read,3
5043,read Sun,0
5044,DustinPoirier Dustin,0
5045,Dustin Poirier,0
5046,Poirier should,0
5047,should have,1
5048,have his,2
5049,own The,0
5050,War equivalent,0
5051,equivalent Hes,0
5052,Hes got,0
5053,got quotes,0
5054,SirSummerlyn I,0
5055,know i,1
5056,the thread,1
5057,thread im,1
5058,im just,1
5059,just trying,1
5060,trying to,10
5061,to say,2
5062,say its,1
5063,not always,1
5064,always going,1
5065,be realistic,0
5066,realistic Like,0
5067,Like i,0
5068,i know,11
5069,how different,1
5070,different scars,1
5071,scars can,1
5072,be my,0
5073,my father,1
5074,father is,1
5075,vet and,1
5076,and he,3
5077,has a,5
5078,a ton,1
5079,ton of,1
5080,of scars,1
5081,scars and,1
5082,they all,1
5083,all differ,1
5084,differ in,1
5085,in color,0
5086,After reading,0
5087,this I,0
5088,am ready,1
5089,ready to,2
5090,to lay,1
5091,lay siege,1
5092,siege to,1
5093,to a,3
5094,country Apparently,0
5095,Apparently lots,0
5096,lots of,3
5097,of politicians,1
5098,politicians and,1
5099,and businesspeople,1
5100,businesspeople read,1
5101,read thisso,0
5102,thisso the,0
5103,this isnt,0
5104,isnt allowed,0
5105,allowed under,1
5106,under the,2
5107,the Geneva,0
5108,Geneva convention,0
5109,convention line,0
5110,line is,2
5111,interesting httpstcoPgCvJUx,0
5112,People hate,0
5113,hate Big,0
5114,Big Tech,0
5115,Tech amp,0
5116,amp Big,0
5117,Big Pharmas,0
5118,Pharmas control,0
5119,control httpstcolcBfWbyEWn,0
5120,Enter Viejo,0
5121,Viejo He,0
5122,is skilled,1
5123,skilled in,1
5124,and living,1
5125,living off,1
5126,off the,2
5127,land Viejo,0
5128,Viejo also,0
5129,also has,3
5130,a hidden,1
5131,hidden past,0
5132,past If,0
5133,If rubbed,0
5134,rubbed the,1
5135,the wrong,2
5136,wrong way,1
5137,way he,1
5138,the man,1
5139,man to,1
5140,to FEAR,0
5141,FEAR httpstcomgtlCKfi,0
5142,comic indiecomics,0
5143,indiecomics Kickstarter,0
5144,Kickstarter viejo,0
5145,viejo NewMexico,0
5146,NewMexico fantasy,0
5147,fantasy artist,0
5148,artist writer,0
5149,writer comicbooks,0
5150,comicbooks art,0
5151,art myart,0
5152,myart httpstcokEYJRpzKI,0
5153,LipglossMAFFIA This,0
5154,the reason,1
5155,reason I,0
5156,I struggle,0
5157,struggle with,1
5158,with nonfiction,0
5159,nonfiction I,0
5160,I guess,0
5161,guess Im,0
5162,Im subconsciously,0
5163,subconsciously scared,1
5164,scared that,1
5165,that Ill,0
5166,Ill turn,0
5167,turn into,1
5168,into someone,1
5169,someone who,2
5170,who lists,1
5171,lists The,0
5172,War as,0
5173,as one,1
5174,best books,1
5175,books ever,1
5176,written ðŸ,0
5177,AhSoðŸ Why,0
5178,Why ðŸºðŸ,0
5179,ðŸºðŸ amp,0
5180,amp ðŸðŸ,0
5181,ðŸðŸ is,0
5182,is taking,2
5183,taking in,1
5184,in Muslim,0
5185,Muslim amp,0
5186,amp Asian,0
5187,Asian immigrants,0
5188,immigrants refugees,0
5189,refugees You,0
5190,You got,0
5191,got to,2
5192,to give,4
5193,give it,1
5194,it to,4
5195,to them,0
5196,They understand,0
5197,understand the,5
5198,Flood the,0
5199,the market,1
5200,The house,0
5201,house I,0
5202,I owned,0
5203,owned in,1
5204,in Chinatown,0
5205,Chinatown Vancouver,0
5206,Vancouver is,0
5207,is now,2
5208,now worth,1
5209,worth million,1
5210,million dollars,0
5211,dollars Too,0
5212,Too bad,0
5213,bad I,0
5214,I sold,0
5215,sold it,1
5216,in ðŸ,0
5217,ðŸ httpstcoqNQAmc,0
5218,The paradox,0
5219,paradox seems,1
5220,seems to,3
5221,be as,2
5222,as Socrates,0
5223,Socrates demonstrated,0
5224,demonstrated long,1
5225,long ago,2
5226,ago that,1
5227,the truly,1
5228,truly free,1
5229,free individual,1
5230,individual is,1
5231,is free,0
5232,free ReadsCo,0
